ticket_id,user_id,issue_type,status,created_at
4242,6301,Payment Issue,Open,2025-01-07 13:05:45
4243,7820,Order Not Delivered,Closed,2025-01-21 17:40:10
4244,1965,Refund Request,Resolved,2025-01-19 07:37:08
4245,1182,Order Not Delivered,Closed,2025-01-22 05:19:45
4246,239,Damaged Product,Open,2025-01-19 05:07:50
4247,4273,Refund Request,Resolved,2025-01-06 04:51:38
4248,2144,Order Not Delivered,Pending,2025-01-24 15:38:55
4249,3529,Account Access Issue,Closed,2025-01-09 17:03:44
4250,8339,Technical Issue,Resolved,2025-01-22 06:37:07
4251,2175,Damaged Product,Closed,2025-01-02 00:18:47
4252,3020,Order Not Delivered,Open,2025-01-17 21:52:41
4253,969,General Inquiry,Open,2025-01-09 22:15:21
4254,2120,Wrong Item Received,Pending,2025-01-28 02:20:38
4255,1482,Account Access Issue,Resolved,2025-01-03 15:55:42
4256,689,Payment Issue,Open,2025-01-15 01:37:51
4257,1630,Damaged Product,Pending,2025-01-16 22:17:23
4258,740,Payment Issue,Resolved,2025-01-29 22:49:44
4259,9033,Refund Request,Open,2025-01-16 01:54:27
4260,3203,Order Not Delivered,Closed,2025-01-10 04:57:22
4261,5739,Account Access Issue,Pending,2025-01-06 10:28:29
4262,9295,Payment Issue,Open,2025-01-03 01:30:21
4263,9614,Account Access Issue,Open,2025-01-26 02:20:02
4264,9297,Account Access Issue,Resolved,2025-01-28 11:11:00
4265,7957,Wrong Item Received,Open,2025-01-13 18:52:20
4266,2994,Technical Issue,Pending,2025-01-24 05:47:02
4267,8882,Technical Issue,Resolved,2025-01-15 23:44:41
4268,8657,Damaged Product,Open,2025-01-22 15:33:40
4269,7029,Technical Issue,Resolved,2025-01-22 16:52:19
4270,9375,General Inquiry,Resolved,2025-01-27 00:58:32
4271,7917,Order Not Delivered,Resolved,2025-01-01 00:19:30
4272,4880,Account Access Issue,Closed,2025-01-02 16:21:48
4273,5495,Refund Request,Pending,2025-01-10 19:14:58
4274,9738,Technical Issue,Pending,2025-01-24 01:38:34
4275,6123,Payment Issue,Pending,2025-01-12 03:05:38
4276,5744,Payment Issue,Closed,2025-01-01 22:18:17
4277,3888,Technical Issue,Open,2025-01-11 20:21:38
4278,4605,Refund Request,Pending,2025-01-24 04:39:30
4279,3285,Technical Issue,Resolved,2025-01-26 08:40:12
4280,28,General Inquiry,Resolved,2025-01-26 05:38:55
4281,4772,General Inquiry,Pending,2025-01-09 17:24:23
4282,6015,Payment Issue,Open,2025-01-12 12:10:50
4283,4243,General Inquiry,Pending,2025-01-03 01:59:12
4284,3185,Technical Issue,Closed,2025-01-13 18:24:28
4285,8503,Refund Request,Resolved,2025-01-09 17:14:12
4286,8796,Payment Issue,Closed,2025-01-05 20:15:07
4287,190,Payment Issue,Closed,2025-01-07 19:33:43
4288,9125,Technical Issue,Resolved,2025-01-08 11:53:24
4289,3682,Technical Issue,Resolved,2025-01-03 05:25:40
4290,1132,Payment Issue,Open,2025-01-02 11:41:19
4291,982,Account Access Issue,Closed,2025-01-27 07:33:16
4292,7989,Order Not Delivered,Open,2025-01-21 08:51:43
4293,7398,Technical Issue,Resolved,2025-01-22 12:56:47
4294,8276,General Inquiry,Closed,2025-01-18 09:11:11
4295,172,General Inquiry,Pending,2025-01-15 16:30:09
4296,2073,Account Access Issue,Resolved,2025-01-13 22:40:08
4297,4791,Account Access Issue,Pending,2025-01-04 08:19:37
4298,2099,Technical Issue,Pending,2025-01-24 10:07:54
4299,866,Wrong Item Received,Closed,2025-01-12 05:17:10
4300,7687,Technical Issue,Resolved,2025-01-09 15:05:02
4301,3031,Account Access Issue,Open,2025-01-14 13:58:33
4302,5750,Payment Issue,Pending,2025-01-07 13:54:18
4303,9948,Payment Issue,Open,2025-01-16 17:47:57
4304,6685,Order Not Delivered,Open,2025-01-08 10:42:04
4305,1269,Technical Issue,Pending,2025-01-07 02:11:36
4306,986,Account Access Issue,Resolved,2025-01-27 17:17:23
4307,3668,Payment Issue,Closed,2025-01-21 21:53:59
4308,1832,Wrong Item Received,Open,2025-01-04 09:11:10
4309,6010,Damaged Product,Closed,2025-01-27 18:15:24
4310,3416,Account Access Issue,Resolved,2025-01-21 17:32:03
4311,7784,General Inquiry,Closed,2025-01-24 19:10:14
4312,7482,Order Not Delivered,Resolved,2025-01-28 07:42:49
4313,760,Wrong Item Received,Pending,2025-01-16 13:10:58
4314,9490,Refund Request,Resolved,2025-01-22 20:06:15
4315,9333,Refund Request,Pending,2025-01-17 09:12:31
4316,7368,Wrong Item Received,Resolved,2025-01-16 10:37:52
4317,4014,Technical Issue,Resolved,2025-01-14 22:37:29
4318,5910,Payment Issue,Open,2025-01-21 12:53:46
4319,105,Account Access Issue,Pending,2025-01-02 15:53:31
4320,3192,General Inquiry,Pending,2025-01-02 16:08:27
4321,4103,Refund Request,Open,2025-01-07 11:58:01
4322,5400,Technical Issue,Open,2025-01-18 09:46:29
4323,207,Account Access Issue,Resolved,2025-01-09 09:22:27
4324,7875,Account Access Issue,Closed,2025-01-02 20:41:13
4325,7488,Account Access Issue,Closed,2025-01-15 03:53:50
4326,3837,Damaged Product,Pending,2025-01-24 05:18:52
4327,3190,Payment Issue,Open,2025-01-29 21:48:41
4328,4896,Account Access Issue,Open,2025-01-29 19:30:49
4329,8223,Damaged Product,Resolved,2025-01-03 09:05:20
4330,5247,General Inquiry,Closed,2025-01-04 19:47:18
4331,803,Refund Request,Closed,2025-01-17 02:09:05
4332,5799,Account Access Issue,Closed,2025-01-22 03:38:51
4333,2119,Payment Issue,Open,2025-01-14 21:28:32
4334,5676,Order Not Delivered,Pending,2025-01-21 11:51:58
4335,82,Technical Issue,Resolved,2025-01-16 21:10:59
4336,7930,Technical Issue,Resolved,2025-01-01 22:53:25
4337,9959,Refund Request,Open,2025-01-07 12:30:10
4338,4936,Technical Issue,Closed,2025-01-11 03:39:39
4339,9854,Damaged Product,Resolved,2025-01-05 22:17:44
4340,8391,Refund Request,Open,2025-01-15 22:51:05
4341,1793,Account Access Issue,Closed,2025-01-20 17:39:14
4342,1174,Damaged Product,Closed,2025-01-12 11:29:20
4343,2896,General Inquiry,Closed,2025-01-08 08:23:55
4344,9470,Order Not Delivered,Open,2025-01-04 22:51:14
4345,6821,Payment Issue,Pending,2025-01-09 14:20:37
4346,6748,Refund Request,Pending,2025-01-02 23:34:19
4347,6938,Order Not Delivered,Pending,2025-01-01 22:30:35
4348,9884,Payment Issue,Resolved,2025-01-19 15:39:31
4349,2502,Damaged Product,Resolved,2025-01-04 04:50:17
4350,11,General Inquiry,Resolved,2025-01-23 13:30:19
4351,9269,Order Not Delivered,Closed,2025-01-05 05:59:06
4352,3953,Order Not Delivered,Open,2025-01-15 06:47:45
4353,3770,Refund Request,Resolved,2025-01-16 19:11:17
4354,9286,Order Not Delivered,Closed,2025-01-11 13:16:29
4355,9862,General Inquiry,Resolved,2025-01-22 12:36:32
4356,1529,Refund Request,Resolved,2025-01-03 05:30:31
4357,9010,Order Not Delivered,Open,2025-01-20 08:29:43
4358,5397,Order Not Delivered,Closed,2025-01-08 17:41:12
4359,3221,General Inquiry,Open,2025-01-26 10:14:55
4360,256,Wrong Item Received,Closed,2025-01-29 20:07:35
4361,9768,General Inquiry,Open,2025-01-13 16:59:43
4362,4430,Wrong Item Received,Open,2025-01-12 17:53:42
4363,8662,Payment Issue,Resolved,2025-01-07 00:40:07
4364,6003,Refund Request,Pending,2025-01-13 19:36:12
4365,5686,Payment Issue,Open,2025-01-08 13:58:57
4366,6399,Wrong Item Received,Closed,2025-01-21 11:08:09
4367,9260,General Inquiry,Pending,2025-01-04 02:46:07
4368,9056,Order Not Delivered,Open,2025-01-19 07:18:12
4369,7608,Technical Issue,Resolved,2025-01-26 02:51:23
4370,7549,Refund Request,Pending,2025-01-04 05:18:20
4371,1719,Payment Issue,Pending,2025-01-02 11:31:53
4372,2510,Damaged Product,Closed,2025-01-03 12:19:49
4373,1907,Damaged Product,Closed,2025-01-26 01:55:49
4374,4291,General Inquiry,Closed,2025-01-13 21:03:18
4375,97,Technical Issue,Open,2025-01-02 09:53:14
4376,4648,Payment Issue,Pending,2025-01-12 20:06:48
4377,4135,General Inquiry,Pending,2025-01-27 13:08:42
4378,3293,Order Not Delivered,Pending,2025-01-02 07:34:02
4379,4122,Wrong Item Received,Open,2025-01-11 05:25:51
4380,8721,Payment Issue,Open,2025-01-06 12:11:27
4381,1860,Technical Issue,Closed,2025-01-26 12:21:56
4382,4713,Refund Request,Resolved,2025-01-09 18:40:13
4383,2064,Refund Request,Open,2025-01-08 20:52:24
4384,9726,General Inquiry,Pending,2025-01-13 06:19:33
4385,8465,Refund Request,Pending,2025-01-09 17:18:26
4386,6363,Technical Issue,Resolved,2025-01-04 02:34:10
4387,3277,Damaged Product,Resolved,2025-01-13 22:33:37
4388,9356,General Inquiry,Open,2025-01-22 17:25:41
4389,2013,Payment Issue,Open,2025-01-13 14:22:42
4390,9496,General Inquiry,Resolved,2025-01-22 01:53:57
4391,1278,Technical Issue,Resolved,2025-01-27 18:19:51
4392,9097,Account Access Issue,Resolved,2025-01-30 12:37:18
4393,9625,General Inquiry,Closed,2025-01-29 07:20:41
4394,4767,Refund Request,Pending,2025-01-30 08:41:31
4395,1232,Refund Request,Resolved,2025-01-06 12:53:48
4396,4679,Payment Issue,Pending,2025-01-24 20:59:38
4397,989,Technical Issue,Pending,2025-01-22 21:02:44
4398,3310,Technical Issue,Resolved,2025-01-16 07:25:38
4399,2325,Payment Issue,Pending,2025-01-09 04:42:27
4400,2983,Order Not Delivered,Pending,2025-01-18 21:56:26
4401,2205,Refund Request,Closed,2025-01-24 22:52:10
4402,9424,Order Not Delivered,Resolved,2025-01-13 06:30:26
4403,4697,Payment Issue,Closed,2025-01-16 07:40:51
4404,7792,Order Not Delivered,Open,2025-01-19 10:43:58
4405,5977,General Inquiry,Closed,2025-01-03 05:35:58
4406,4290,Payment Issue,Closed,2025-01-18 08:43:17
4407,901,Payment Issue,Pending,2025-01-01 16:49:52
4408,4018,Wrong Item Received,Closed,2025-01-29 15:26:33
4409,5464,Order Not Delivered,Resolved,2025-01-14 08:31:30
4410,6768,General Inquiry,Resolved,2025-01-27 21:37:44
4411,5300,General Inquiry,Resolved,2025-01-13 17:27:59
4412,2377,Wrong Item Received,Closed,2025-01-22 02:22:34
4413,2453,Payment Issue,Open,2025-01-25 23:19:41
4414,4304,Technical Issue,Resolved,2025-01-28 08:52:06
4415,5137,Wrong Item Received,Pending,2025-01-02 14:37:08
4416,7342,Order Not Delivered,Resolved,2025-01-20 01:39:19
4417,7833,Order Not Delivered,Resolved,2025-01-14 10:38:01
4418,977,Wrong Item Received,Closed,2025-01-23 07:40:20
4419,6892,Payment Issue,Open,2025-01-09 13:09:40
4420,3996,Account Access Issue,Pending,2025-01-24 15:10:19
4421,3811,Damaged Product,Resolved,2025-01-27 03:16:28
4422,7449,Account Access Issue,Open,2025-01-28 14:01:16
4423,1986,Payment Issue,Closed,2025-01-26 06:59:22
4424,8938,Order Not Delivered,Pending,2025-01-09 09:47:39
4425,5179,Order Not Delivered,Resolved,2025-01-22 17:51:21
4426,8064,Order Not Delivered,Closed,2025-01-07 21:41:01
4427,8526,Damaged Product,Closed,2025-01-21 16:16:16
4428,3791,Payment Issue,Closed,2025-01-23 08:28:10
4429,313,Order Not Delivered,Open,2025-01-07 21:33:02
4430,6464,Damaged Product,Closed,2025-01-20 03:57:35
4431,676,Damaged Product,Closed,2025-01-14 15:07:19
4432,7032,Account Access Issue,Resolved,2025-01-16 12:13:11
4433,8996,Payment Issue,Closed,2025-01-27 23:05:40
4434,2802,Payment Issue,Closed,2025-01-26 16:24:33
4435,9962,Refund Request,Closed,2025-01-28 12:28:39
4436,6433,Order Not Delivered,Resolved,2025-01-15 20:56:52
4437,2640,Refund Request,Open,2025-01-06 06:03:44
4438,1132,Payment Issue,Pending,2025-01-15 09:46:53
4439,865,Payment Issue,Open,2025-01-29 20:38:47
4440,6262,Technical Issue,Pending,2025-01-05 07:32:35
4441,1488,Account Access Issue,Pending,2025-01-15 04:51:58
4442,2352,Refund Request,Pending,2025-01-07 10:37:06
4443,4245,Order Not Delivered,Closed,2025-01-23 01:19:43
4444,7379,Payment Issue,Open,2025-01-21 17:08:54
4445,6598,Technical Issue,Pending,2025-01-26 19:51:14
4446,3005,Damaged Product,Pending,2025-01-12 20:49:36
4447,5949,Damaged Product,Resolved,2025-01-20 13:07:41
4448,1692,Payment Issue,Closed,2025-01-29 00:20:15
4449,4315,Wrong Item Received,Resolved,2025-01-07 00:37:07
4450,4978,Wrong Item Received,Closed,2025-01-13 09:31:36
4451,561,General Inquiry,Resolved,2025-01-21 08:03:11
4452,2992,Order Not Delivered,Closed,2025-01-02 05:08:44
4453,7869,Payment Issue,Resolved,2025-01-08 10:09:48
4454,6555,Payment Issue,Closed,2025-01-19 21:00:12
4455,14,Damaged Product,Resolved,2025-01-18 16:27:08
4456,385,Refund Request,Closed,2025-01-29 04:12:35
4457,3781,Payment Issue,Pending,2025-01-15 05:25:32
4458,1820,Order Not Delivered,Closed,2025-01-10 16:28:40
4459,9200,Payment Issue,Closed,2025-01-29 00:16:27
4460,3422,Technical Issue,Resolved,2025-01-11 08:29:21
4461,7653,Payment Issue,Closed,2025-01-28 18:58:09
4462,7125,Damaged Product,Closed,2025-01-30 12:30:00
4463,8684,Account Access Issue,Pending,2025-01-21 08:04:57
4464,9263,Account Access Issue,Resolved,2025-01-02 14:21:10
4465,15,Refund Request,Open,2025-01-10 06:08:17
4466,6962,Wrong Item Received,Open,2025-01-22 14:16:41
4467,5096,Damaged Product,Open,2025-01-26 00:48:51
4468,7915,General Inquiry,Pending,2025-01-30 02:47:45
4469,6751,Account Access Issue,Pending,2025-01-20 09:36:21
4470,4640,Account Access Issue,Resolved,2025-01-15 07:16:02
4471,3194,Technical Issue,Closed,2025-01-08 17:56:31
4472,8436,Damaged Product,Closed,2025-01-21 20:26:51
4473,8720,Payment Issue,Resolved,2025-01-15 18:21:41
4474,8011,Order Not Delivered,Resolved,2025-01-20 00:36:07
4475,5214,Damaged Product,Closed,2025-01-14 18:32:54
4476,2918,Refund Request,Resolved,2025-01-27 23:46:04
4477,9845,General Inquiry,Resolved,2025-01-11 19:41:46
4478,7676,Technical Issue,Open,2025-01-13 04:30:00
4479,9554,General Inquiry,Pending,2025-01-29 12:04:03
4480,8041,Wrong Item Received,Resolved,2025-01-06 23:48:53
4481,6932,Damaged Product,Resolved,2025-01-21 19:36:33
4482,4612,Refund Request,Open,2025-01-27 01:17:40
4483,2561,General Inquiry,Closed,2025-01-07 13:38:30
4484,1905,Order Not Delivered,Resolved,2025-01-27 16:26:09
4485,2188,General Inquiry,Open,2025-01-12 19:51:56
4486,7947,Account Access Issue,Closed,2025-01-23 02:27:54
4487,3287,Refund Request,Closed,2025-01-19 18:09:29
4488,6711,Order Not Delivered,Open,2025-01-08 02:49:22
4489,6047,Account Access Issue,Resolved,2025-01-26 00:09:58
4490,1103,Payment Issue,Closed,2025-01-28 13:55:36
4491,299,Account Access Issue,Resolved,2025-01-27 14:09:08
4492,8079,Wrong Item Received,Pending,2025-01-29 17:08:51
4493,4360,Damaged Product,Closed,2025-01-09 05:18:59
4494,4987,Wrong Item Received,Closed,2025-01-28 14:35:11
4495,3831,Damaged Product,Resolved,2025-01-20 08:56:05
4496,2227,Wrong Item Received,Closed,2025-01-08 02:10:39
4497,3557,Wrong Item Received,Open,2025-01-13 08:53:10
4498,8762,General Inquiry,Pending,2025-01-03 22:18:38
4499,605,Refund Request,Closed,2025-01-09 05:35:26
4500,6552,Technical Issue,Closed,2025-01-27 02:21:25
4501,2238,Wrong Item Received,Open,2025-01-25 18:04:16
4502,9630,Refund Request,Closed,2025-01-01 04:28:02
4503,8515,Account Access Issue,Closed,2025-01-21 07:15:30
4504,7034,Technical Issue,Closed,2025-01-24 14:06:26
4505,9953,General Inquiry,Closed,2025-01-29 21:37:21
4506,4268,Technical Issue,Open,2025-01-20 13:09:53
4507,3622,Damaged Product,Pending,2025-01-07 01:28:44
4508,890,Refund Request,Pending,2025-01-27 00:18:24
4509,733,Technical Issue,Closed,2025-01-17 21:01:30
4510,9571,Damaged Product,Pending,2025-01-13 04:29:17
4511,651,Payment Issue,Pending,2025-01-23 14:41:57
4512,308,Order Not Delivered,Closed,2025-01-01 18:25:09
4513,6450,Technical Issue,Resolved,2025-01-22 20:08:46
4514,3031,General Inquiry,Resolved,2025-01-13 06:11:46
4515,3004,Technical Issue,Open,2025-01-18 22:38:23
4516,2439,Damaged Product,Open,2025-01-04 16:38:44
4517,8836,Account Access Issue,Open,2025-01-01 11:06:25
4518,7354,Damaged Product,Pending,2025-01-24 03:49:12
4519,3927,Order Not Delivered,Resolved,2025-01-07 16:18:57
4520,1102,Payment Issue,Open,2025-01-07 00:51:21
4521,5587,Refund Request,Resolved,2025-01-03 03:30:14
4522,275,Technical Issue,Resolved,2025-01-15 05:10:41
4523,2626,Payment Issue,Resolved,2025-01-20 13:20:47
4524,6020,Damaged Product,Open,2025-01-29 05:17:01
4525,4675,Damaged Product,Open,2025-01-09 18:33:44
4526,7239,Damaged Product,Resolved,2025-01-21 07:24:16
4527,8994,Technical Issue,Closed,2025-01-02 23:15:17
4528,4434,Refund Request,Closed,2025-01-08 08:09:47
4529,7110,Order Not Delivered,Resolved,2025-01-11 04:40:49
4530,3892,Refund Request,Pending,2025-01-23 01:41:53
4531,9424,Payment Issue,Pending,2025-01-17 18:45:26
4532,4488,Account Access Issue,Closed,2025-01-02 04:51:38
4533,5440,Order Not Delivered,Closed,2025-01-15 10:50:24
4534,290,Payment Issue,Pending,2025-01-16 06:43:50
4535,8921,Order Not Delivered,Closed,2025-01-29 08:36:08
4536,3443,Payment Issue,Open,2025-01-30 14:17:06
4537,2221,General Inquiry,Pending,2025-01-07 11:48:53
4538,497,Order Not Delivered,Open,2025-01-29 21:36:50
4539,1427,Payment Issue,Closed,2025-01-28 08:02:27
4540,4571,General Inquiry,Open,2025-01-23 22:47:49
4541,1097,Refund Request,Open,2025-01-06 19:45:16
4542,7433,General Inquiry,Closed,2025-01-16 23:33:08
4543,7257,Account Access Issue,Closed,2025-01-30 05:32:35
4544,3914,Technical Issue,Pending,2025-01-12 21:40:30
4545,9143,Refund Request,Closed,2025-01-10 01:55:51
4546,4390,Refund Request,Open,2025-01-12 23:31:10
4547,4876,Wrong Item Received,Resolved,2025-01-06 14:00:33
4548,7620,Payment Issue,Open,2025-01-30 11:01:23
4549,6613,Account Access Issue,Open,2025-01-28 02:05:17
4550,4860,Refund Request,Open,2025-01-29 16:27:17
4551,3790,Damaged Product,Pending,2025-01-29 03:53:33
4552,9198,Technical Issue,Closed,2025-01-29 04:06:54
4553,6193,Wrong Item Received,Pending,2025-01-05 23:30:46
4554,8725,Wrong Item Received,Pending,2025-01-19 18:22:14
4555,6870,Damaged Product,Resolved,2025-01-11 18:06:17
4556,5140,Wrong Item Received,Open,2025-01-30 02:59:25
4557,7914,Refund Request,Resolved,2025-01-09 15:46:37
4558,6830,Order Not Delivered,Resolved,2025-01-27 14:17:50
4559,2641,Wrong Item Received,Resolved,2025-01-14 20:07:45
4560,6856,Refund Request,Closed,2025-01-10 10:15:58
4561,9224,Refund Request,Pending,2025-01-23 20:01:58
4562,5986,Refund Request,Resolved,2025-01-09 07:50:58
4563,5934,Account Access Issue,Closed,2025-01-14 10:15:51
4564,3520,General Inquiry,Resolved,2025-01-22 15:58:05
4565,5461,Account Access Issue,Resolved,2025-01-23 00:51:15
4566,492,Payment Issue,Pending,2025-01-19 16:47:17
4567,7115,Refund Request,Resolved,2025-01-25 20:28:16
4568,7370,General Inquiry,Pending,2025-01-15 05:29:20
4569,2712,General Inquiry,Pending,2025-01-08 10:53:44
4570,4584,Payment Issue,Resolved,2025-01-04 11:22:06
4571,2302,Wrong Item Received,Resolved,2025-01-05 21:24:17
4572,3991,Order Not Delivered,Pending,2025-01-06 18:30:23
4573,4996,Order Not Delivered,Open,2025-01-12 08:18:18
4574,2228,Payment Issue,Resolved,2025-01-29 12:33:04
4575,5134,Wrong Item Received,Closed,2025-01-07 08:56:49
4576,8953,Technical Issue,Resolved,2025-01-04 09:29:15
4577,9814,Wrong Item Received,Open,2025-01-16 13:47:49
4578,9703,General Inquiry,Pending,2025-01-29 07:17:08
4579,3513,Damaged Product,Resolved,2025-01-19 22:31:42
4580,1582,Wrong Item Received,Open,2025-01-24 22:33:40
4581,2245,Wrong Item Received,Pending,2025-01-17 03:05:07
4582,464,Refund Request,Resolved,2025-01-23 01:19:43
4583,3196,Order Not Delivered,Pending,2025-01-22 13:09:45
4584,2810,Order Not Delivered,Pending,2025-01-06 23:25:26
4585,8763,Wrong Item Received,Open,2025-01-01 07:44:57
4586,3622,Damaged Product,Pending,2025-01-28 06:37:00
4587,9229,Wrong Item Received,Pending,2025-01-25 21:28:09
4588,8903,Payment Issue,Closed,2025-01-08 05:12:18
4589,6095,Payment Issue,Closed,2025-01-21 05:56:32
4590,2632,Wrong Item Received,Pending,2025-01-15 22:49:08
4591,6072,Payment Issue,Open,2025-01-17 17:10:23
4592,2019,Payment Issue,Closed,2025-01-30 00:30:50
4593,7992,Payment Issue,Open,2025-01-14 16:10:43
4594,9606,Payment Issue,Pending,2025-01-17 12:13:17
4595,187,Payment Issue,Resolved,2025-01-21 09:52:41
4596,5409,Order Not Delivered,Resolved,2025-01-23 13:57:59
4597,9713,General Inquiry,Closed,2025-01-15 23:32:26
4598,1839,Wrong Item Received,Pending,2025-01-04 22:03:40
4599,2874,Refund Request,Pending,2025-01-08 01:54:05
4600,2035,Damaged Product,Closed,2025-01-15 20:50:37
4601,6804,Damaged Product,Closed,2025-01-10 18:11:00
4602,5216,Payment Issue,Open,2025-01-24 12:42:59
4603,1876,Refund Request,Pending,2025-01-09 01:56:13
4604,1333,Damaged Product,Closed,2025-01-07 10:46:22
4605,7825,Payment Issue,Resolved,2025-01-17 05:24:46
4606,7801,Damaged Product,Open,2025-01-02 18:55:43
4607,4476,Wrong Item Received,Closed,2025-01-04 19:28:18
4608,2182,Payment Issue,Pending,2025-01-03 02:36:15
4609,7835,Wrong Item Received,Resolved,2025-01-28 00:47:51
4610,6684,Account Access Issue,Open,2025-01-01 15:57:17
4611,4562,Payment Issue,Closed,2025-01-02 20:11:59
4612,7811,Technical Issue,Open,2025-01-26 20:12:39
4613,6676,Technical Issue,Closed,2025-01-11 18:08:35
4614,748,General Inquiry,Pending,2025-01-26 21:14:48
4615,1952,Account Access Issue,Open,2025-01-21 02:03:41
4616,4215,Payment Issue,Pending,2025-01-14 15:39:54
4617,8849,Refund Request,Open,2025-01-24 11:46:34
4618,6588,Technical Issue,Open,2025-01-12 14:37:43
4619,2980,Wrong Item Received,Pending,2025-01-14 21:07:12
4620,3397,Payment Issue,Closed,2025-01-08 19:49:22
4621,4901,Refund Request,Closed,2025-01-06 09:49:08
4622,7234,Damaged Product,Open,2025-01-13 02:53:25
4623,3667,Order Not Delivered,Resolved,2025-01-26 16:39:27
4624,7052,General Inquiry,Closed,2025-01-13 00:07:10
4625,174,Order Not Delivered,Closed,2025-01-18 04:39:59
4626,198,Order Not Delivered,Closed,2025-01-07 11:52:43
4627,7626,Wrong Item Received,Open,2025-01-05 19:50:42
4628,1608,Order Not Delivered,Open,2025-01-11 01:45:10
4629,4821,Refund Request,Open,2025-01-21 08:07:47
4630,1062,Damaged Product,Resolved,2025-01-02 05:27:24
4631,7633,Refund Request,Open,2025-01-11 00:42:53
4632,3010,Refund Request,Pending,2025-01-15 16:13:08
4633,2195,General Inquiry,Pending,2025-01-14 20:12:00
4634,2813,Wrong Item Received,Closed,2025-01-04 01:13:42
4635,3932,General Inquiry,Pending,2025-01-01 21:34:30
4636,5258,Account Access Issue,Open,2025-01-21 11:38:07
4637,498,General Inquiry,Open,2025-01-20 12:54:25
4638,4154,Refund Request,Closed,2025-01-26 20:02:20
4639,1181,Payment Issue,Resolved,2025-01-06 10:25:09
4640,4459,Wrong Item Received,Closed,2025-01-11 03:51:56
4641,1905,General Inquiry,Closed,2025-01-28 01:28:15
4642,5235,Account Access Issue,Open,2025-01-29 21:45:18
4643,863,Damaged Product,Closed,2025-01-29 13:07:24
4644,9982,Refund Request,Resolved,2025-01-09 02:35:11
4645,7231,Payment Issue,Resolved,2025-01-09 12:20:42
4646,3061,Technical Issue,Resolved,2025-01-16 09:33:23
4647,6666,General Inquiry,Resolved,2025-01-24 10:03:31
4648,2292,Damaged Product,Resolved,2025-01-03 03:59:51
4649,7549,Wrong Item Received,Pending,2025-01-01 23:08:43
4650,6068,Technical Issue,Closed,2025-01-19 10:51:18
4651,9510,Payment Issue,Open,2025-01-22 00:39:43
4652,3095,General Inquiry,Resolved,2025-01-02 13:22:01
4653,5629,Damaged Product,Open,2025-01-02 15:30:52
4654,7548,Refund Request,Pending,2025-01-21 20:56:28
4655,2704,Damaged Product,Pending,2025-01-12 08:06:03
4656,4160,Order Not Delivered,Resolved,2025-01-11 18:16:38
4657,2957,Technical Issue,Resolved,2025-01-24 07:17:15
4658,5091,Technical Issue,Closed,2025-01-30 03:54:50
4659,9407,Payment Issue,Open,2025-01-01 17:29:52
4660,2061,Technical Issue,Resolved,2025-01-27 06:40:38
4661,8932,Wrong Item Received,Pending,2025-01-12 05:15:46
4662,7454,Damaged Product,Pending,2025-01-01 14:13:29
4663,2776,Account Access Issue,Open,2025-01-27 09:10:51
4664,2441,Refund Request,Resolved,2025-01-02 22:45:51
4665,8319,Damaged Product,Resolved,2025-01-28 00:18:48
4666,8557,Payment Issue,Resolved,2025-01-10 15:24:14
4667,3785,Order Not Delivered,Open,2025-01-14 18:53:11
4668,4584,General Inquiry,Pending,2025-01-06 18:06:22
4669,9088,Technical Issue,Resolved,2025-01-18 16:24:11
4670,136,General Inquiry,Closed,2025-01-13 05:31:00
4671,9384,Wrong Item Received,Closed,2025-01-24 04:39:42
4672,9582,Payment Issue,Resolved,2025-01-30 08:33:42
4673,7041,Wrong Item Received,Closed,2025-01-27 22:52:13
4674,6941,General Inquiry,Pending,2025-01-04 11:14:24
4675,8243,Damaged Product,Open,2025-01-23 08:38:59
4676,1272,Damaged Product,Closed,2025-01-17 06:53:52
4677,1654,Order Not Delivered,Open,2025-01-14 22:46:51
4678,5587,Technical Issue,Open,2025-01-23 09:40:52
4679,1023,Order Not Delivered,Closed,2025-01-28 19:38:24
4680,1414,Payment Issue,Resolved,2025-01-28 10:33:56
4681,9192,Order Not Delivered,Resolved,2025-01-15 14:34:01
4682,2053,Damaged Product,Resolved,2025-01-21 21:12:24
4683,8014,Wrong Item Received,Resolved,2025-01-20 03:34:14
4684,8554,General Inquiry,Pending,2025-01-10 11:50:14
4685,3927,Order Not Delivered,Open,2025-01-10 12:44:21
4686,4406,Refund Request,Open,2025-01-26 18:35:59
4687,8434,Payment Issue,Closed,2025-01-21 16:16:31
4688,4170,General Inquiry,Open,2025-01-10 22:19:19
4689,2922,Wrong Item Received,Resolved,2025-01-12 11:48:15
4690,4065,Order Not Delivered,Closed,2025-01-23 09:47:32
4691,5239,Refund Request,Resolved,2025-01-29 05:27:59
4692,6927,Wrong Item Received,Pending,2025-01-14 04:27:45
4693,1360,General Inquiry,Closed,2025-01-09 10:53:35
4694,1276,Payment Issue,Open,2025-01-02 04:20:52
4695,2988,Refund Request,Closed,2025-01-21 20:04:20
4696,1114,General Inquiry,Pending,2025-01-04 04:26:22
4697,5156,Technical Issue,Pending,2025-01-29 13:14:31
4698,9323,Payment Issue,Closed,2025-01-16 23:22:38
4699,9951,Account Access Issue,Closed,2025-01-27 15:57:26
4700,8668,General Inquiry,Pending,2025-01-15 07:17:49
4701,8372,Technical Issue,Resolved,2025-01-08 09:20:33
