payment_id,order_id,user_id,payment_status,payment_method,payment_date
17898,6139,2841,Pending,Credit Card,2025-01-13 16:48:12
17899,21982,1250,Failed,Bank Transfer,2025-01-12 23:20:22
17900,21883,6851,Completed,Bank Transfer,2025-01-06 16:11:47
17901,13876,8393,Pending,Bank Transfer,2025-01-06 07:28:44
17902,2349,2783,Pending,PayPal,2025-01-27 16:36:50
17903,1893,2095,Completed,Credit Card,2025-01-11 10:02:56
17904,369,8812,Failed,Cryptocurrency,2025-01-08 00:40:52
17905,29889,1239,Completed,Bank Transfer,2025-01-28 10:40:41
17906,6782,6333,Completed,PayPal,2025-01-28 12:12:47
17907,4251,5610,Completed,Cryptocurrency,2025-01-18 21:23:30
17908,22735,3075,Completed,PayPal,2025-01-10 07:21:12
17909,10529,994,Pending,Cryptocurrency,2025-01-09 04:09:21
17910,20799,5386,Failed,Bank Transfer,2025-01-19 16:43:10
17911,9414,1567,Pending,Bank Transfer,2025-01-07 20:33:44
17912,24870,3973,Failed,Cryptocurrency,2025-01-17 06:01:11
17913,6319,19,Completed,Cryptocurrency,2025-01-17 19:29:20
17914,25844,4401,Completed,Cryptocurrency,2025-01-16 00:43:27
17915,1907,872,Failed,PayPal,2025-01-06 23:09:00
17916,20706,789,Completed,PayPal,2025-01-24 01:25:52
17917,22278,5692,Failed,PayPal,2025-01-20 10:23:48
17918,12924,744,Completed,PayPal,2025-01-03 19:56:31
17919,24598,9145,Pending,PayPal,2025-01-21 18:29:49
17920,18170,5900,Failed,Bank Transfer,2025-01-25 00:28:12
17921,13283,3137,Pending,Bank Transfer,2025-01-09 05:38:14
17922,7330,7420,Pending,Credit Card,2025-01-10 21:34:15
17923,27982,6217,Pending,Cryptocurrency,2025-01-16 12:59:37
17924,27032,8472,Pending,Cryptocurrency,2025-01-14 23:37:53
17925,9971,3227,Failed,Cryptocurrency,2025-01-24 07:43:07
17926,25702,6391,Failed,Bank Transfer,2025-01-15 22:53:34
17927,8345,4780,Pending,Bank Transfer,2025-01-15 05:54:31
17928,13281,6257,Pending,Bank Transfer,2025-01-17 23:09:20
17929,27112,1064,Failed,PayPal,2025-01-20 12:19:34
17930,28926,5101,Pending,PayPal,2025-01-07 13:53:43
17931,16937,4786,Failed,Cryptocurrency,2025-01-15 02:16:01
17932,222,6187,Completed,Credit Card,2025-01-02 08:33:11
17933,18839,3597,Failed,PayPal,2025-01-15 20:39:30
17934,13235,2698,Completed,Bank Transfer,2025-01-10 18:47:36
17935,20481,7428,Completed,Cryptocurrency,2025-01-28 20:27:42
17936,9498,9784,Failed,Bank Transfer,2025-01-22 05:24:55
17937,26909,195,Failed,Bank Transfer,2025-01-23 05:08:18
17938,8230,8249,Completed,Bank Transfer,2025-01-12 06:26:29
17939,19632,1711,Failed,Cryptocurrency,2025-01-27 11:02:30
17940,11990,7377,Completed,Bank Transfer,2025-01-03 20:37:05
17941,8337,5972,Pending,Credit Card,2025-01-13 04:20:30
17942,24987,9220,Pending,Cryptocurrency,2025-01-08 16:04:38
17943,14531,3592,Failed,Cryptocurrency,2025-01-24 04:12:14
17944,7100,8158,Failed,Credit Card,2025-01-21 09:05:30
17945,24136,498,Failed,PayPal,2025-01-20 17:15:52
17946,15082,6439,Failed,PayPal,2025-01-15 22:29:17
17947,13136,242,Failed,Bank Transfer,2025-01-20 12:08:28
17948,11991,6659,Failed,Cryptocurrency,2025-01-18 12:04:12
17949,4181,3760,Failed,Cryptocurrency,2025-01-22 04:08:46
17950,20505,6353,Pending,Credit Card,2025-01-06 03:51:43
17951,16084,1881,Pending,PayPal,2025-01-06 10:33:33
17952,3474,2739,Pending,Bank Transfer,2025-01-10 13:49:42
17953,3091,5178,Failed,Cryptocurrency,2025-01-04 11:31:30
17954,18216,3444,Pending,Cryptocurrency,2025-01-17 20:54:12
17955,29238,467,Pending,Credit Card,2025-01-15 18:10:23
17956,3153,7400,Failed,Credit Card,2025-01-24 19:47:50
17957,22730,934,Failed,Cryptocurrency,2025-01-26 15:24:32
17958,19653,7764,Failed,PayPal,2025-01-26 01:46:57
17959,16818,9068,Failed,PayPal,2025-01-13 00:53:10
17960,19402,237,Pending,Credit Card,2025-01-09 08:21:52
17961,25982,8961,Completed,PayPal,2025-01-25 03:13:57
17962,18292,6629,Completed,Cryptocurrency,2025-01-11 10:16:36
17963,22837,1091,Completed,Bank Transfer,2025-01-07 08:15:52
17964,26785,7931,Completed,Credit Card,2025-01-12 14:10:48
17965,4071,7244,Completed,PayPal,2025-01-14 08:52:04
17966,24760,4930,Failed,Credit Card,2025-01-11 02:51:33
17967,18854,3087,Pending,Cryptocurrency,2025-01-04 04:09:02
17968,27271,1969,Pending,Bank Transfer,2025-01-27 19:59:39
17969,1273,4760,Failed,Bank Transfer,2025-01-20 01:56:05
17970,2219,2957,Completed,PayPal,2025-01-23 00:58:22
17971,12654,8233,Failed,Credit Card,2025-01-29 14:34:42
17972,25210,5304,Failed,Credit Card,2025-01-04 12:31:58
17973,2635,86,Failed,Credit Card,2025-01-21 07:05:28
17974,8195,8849,Failed,Bank Transfer,2025-01-20 05:49:41
17975,28226,626,Failed,Credit Card,2025-01-02 13:05:07
17976,2936,769,Failed,Credit Card,2025-01-04 17:58:47
17977,13160,3396,Failed,Credit Card,2025-01-10 06:15:54
17978,20829,4645,Pending,Credit Card,2025-01-10 12:35:26
17979,2779,7958,Completed,Bank Transfer,2025-01-17 12:59:06
17980,5899,3242,Completed,Bank Transfer,2025-01-06 12:30:01
17981,10937,3194,Pending,Cryptocurrency,2025-01-13 04:09:43
17982,29348,5407,Completed,PayPal,2025-01-18 05:45:30
17983,17830,774,Failed,PayPal,2025-01-28 19:12:21
17984,29260,2325,Completed,Cryptocurrency,2025-01-20 13:28:04
17985,25585,7796,Pending,Bank Transfer,2025-01-02 12:55:49
17986,10757,6617,Failed,PayPal,2025-01-06 00:52:37
17987,4142,9546,Completed,Cryptocurrency,2025-01-26 12:00:01
17988,14396,6984,Failed,PayPal,2025-01-02 09:31:16
17989,3560,4440,Failed,PayPal,2025-01-25 00:23:20
17990,25085,2840,Failed,Credit Card,2025-01-23 01:23:13
17991,28881,23,Completed,Credit Card,2025-01-18 12:06:06
17992,20121,339,Completed,Cryptocurrency,2025-01-02 10:10:34
17993,7135,3490,Pending,PayPal,2025-01-23 01:29:08
17994,2151,4432,Completed,Bank Transfer,2025-01-23 17:57:15
17995,27670,1377,Failed,PayPal,2025-01-18 10:08:45
17996,18391,2032,Failed,Cryptocurrency,2025-01-20 19:48:08
17997,24113,2755,Failed,PayPal,2025-01-07 02:18:12
17998,3322,4063,Completed,Credit Card,2025-01-09 19:28:44
17999,3409,4102,Completed,Credit Card,2025-01-27 16:15:11
18000,14430,1552,Pending,Bank Transfer,2025-01-28 15:05:35
18001,24217,5735,Pending,Bank Transfer,2025-01-06 06:48:28
18002,29020,1171,Pending,Bank Transfer,2025-01-03 06:15:25
18003,16283,2788,Completed,Credit Card,2025-01-14 11:37:26
18004,24439,9182,Failed,Bank Transfer,2025-01-06 14:49:59
18005,23989,3309,Failed,Bank Transfer,2025-01-12 05:23:50
18006,3938,8947,Failed,Cryptocurrency,2025-01-05 13:04:18
18007,4235,1993,Failed,Credit Card,2025-01-19 16:20:23
18008,16414,637,Completed,Bank Transfer,2025-01-07 07:22:14
18009,8512,9551,Failed,Bank Transfer,2025-01-05 18:13:24
18010,28496,9760,Completed,Credit Card,2025-01-05 18:11:37
18011,22191,3990,Completed,PayPal,2025-01-16 14:50:27
18012,17277,4598,Failed,Cryptocurrency,2025-01-13 05:56:09
18013,3343,8743,Failed,Cryptocurrency,2025-01-05 18:40:15
18014,24767,6025,Failed,Cryptocurrency,2025-01-07 19:05:43
18015,1333,2410,Completed,PayPal,2025-01-18 12:53:06
18016,29903,7583,Pending,Bank Transfer,2025-01-20 14:39:11
18017,19325,2558,Failed,PayPal,2025-01-28 06:52:09
18018,4388,3779,Failed,Bank Transfer,2025-01-12 10:10:43
18019,5149,9936,Completed,Cryptocurrency,2025-01-19 18:15:36
18020,19161,3593,Failed,Credit Card,2025-01-17 13:43:52
18021,19013,5103,Completed,Bank Transfer,2025-01-01 20:07:28
18022,2621,9087,Pending,PayPal,2025-01-09 08:52:32
18023,17591,451,Completed,PayPal,2025-01-10 17:20:02
18024,2103,3322,Failed,Bank Transfer,2025-01-06 17:00:33
18025,8961,8976,Pending,Credit Card,2025-01-15 05:55:25
18026,23586,5553,Failed,Bank Transfer,2025-01-24 03:30:56
18027,9136,7708,Failed,Cryptocurrency,2025-01-04 09:49:24
18028,6446,5591,Failed,Cryptocurrency,2025-01-12 14:38:37
18029,8780,1045,Completed,Bank Transfer,2025-01-16 02:44:31
18030,12047,7666,Pending,Credit Card,2025-01-03 06:58:25
18031,15040,6810,Failed,PayPal,2025-01-06 11:33:07
18032,21828,9690,Completed,Credit Card,2025-01-11 01:15:26
18033,11921,1852,Pending,PayPal,2025-01-27 12:50:42
18034,13681,8542,Completed,PayPal,2025-01-06 23:27:42
18035,2651,5799,Completed,Credit Card,2025-01-25 14:25:22
18036,15360,4895,Failed,Cryptocurrency,2025-01-06 12:41:03
18037,11845,343,Completed,Cryptocurrency,2025-01-07 15:18:42
18038,1497,6333,Failed,Cryptocurrency,2025-01-25 04:22:42
18039,17361,3296,Pending,Credit Card,2025-01-28 17:38:30
18040,9753,546,Completed,Cryptocurrency,2025-01-05 14:38:58
18041,12796,8724,Failed,PayPal,2025-01-07 23:38:07
18042,25664,7593,Completed,Credit Card,2025-01-02 23:06:15
18043,26836,4496,Completed,PayPal,2025-01-26 16:28:43
18044,12913,7776,Completed,Cryptocurrency,2025-01-02 18:52:58
18045,11105,7396,Pending,Cryptocurrency,2025-01-24 17:23:31
18046,19942,5519,Completed,Credit Card,2025-01-19 19:30:43
18047,14028,3317,Completed,Cryptocurrency,2025-01-05 08:46:33
18048,25229,8749,Pending,PayPal,2025-01-17 07:41:40
18049,22269,327,Pending,Credit Card,2025-01-28 16:43:19
18050,27810,2474,Failed,Credit Card,2025-01-29 09:05:21
18051,11351,4966,Completed,PayPal,2025-01-03 15:59:14
18052,29952,4690,Pending,Cryptocurrency,2025-01-14 08:34:48
18053,20097,6966,Failed,Bank Transfer,2025-01-23 13:12:25
18054,22302,4074,Failed,PayPal,2025-01-28 13:27:24
18055,28242,9117,Completed,Cryptocurrency,2025-01-13 02:06:35
18056,26990,3935,Completed,Bank Transfer,2025-01-05 19:46:08
18057,11547,5791,Pending,Credit Card,2025-01-25 14:29:24
18058,18735,354,Completed,Bank Transfer,2025-01-09 21:33:18
18059,13974,8595,Pending,Bank Transfer,2025-01-17 04:39:19
18060,5697,5668,Completed,Cryptocurrency,2025-01-16 16:32:20
18061,5515,5249,Completed,Cryptocurrency,2025-01-19 17:59:42
18062,17280,5538,Completed,PayPal,2025-01-11 09:27:36
18063,24566,5297,Failed,Credit Card,2025-01-22 03:58:27
18064,24865,7689,Failed,Bank Transfer,2025-01-10 18:32:10
18065,681,510,Completed,Bank Transfer,2025-01-28 10:44:24
18066,18894,5692,Pending,Credit Card,2025-01-13 09:15:34
18067,3969,7335,Pending,Credit Card,2025-01-29 16:32:43
18068,5934,7575,Completed,Cryptocurrency,2025-01-11 09:11:22
18069,26206,345,Pending,Bank Transfer,2025-01-29 04:09:05
18070,29187,4951,Pending,Cryptocurrency,2025-01-18 18:18:35
18071,23815,6672,Pending,Cryptocurrency,2025-01-04 22:28:32
18072,13807,1974,Pending,PayPal,2025-01-16 01:57:14
18073,6702,9206,Failed,Credit Card,2025-01-15 22:07:40
18074,14304,8104,Completed,PayPal,2025-01-05 06:40:01
18075,2456,3198,Completed,PayPal,2025-01-29 00:14:17
18076,7480,4216,Completed,Bank Transfer,2025-01-12 13:24:32
18077,12381,8478,Pending,Credit Card,2025-01-13 04:50:19
18078,29410,6497,Pending,Bank Transfer,2025-01-20 16:57:06
18079,2089,4453,Pending,Credit Card,2025-01-04 00:13:36
18080,4757,7577,Pending,Cryptocurrency,2025-01-02 04:38:10
18081,24467,1979,Completed,Credit Card,2025-01-27 07:08:26
18082,6004,2729,Failed,Credit Card,2025-01-04 21:40:25
18083,6629,681,Pending,PayPal,2025-01-21 17:08:34
18084,27097,3825,Completed,Cryptocurrency,2025-01-27 02:40:31
18085,128,8433,Completed,Bank Transfer,2025-01-28 05:21:03
18086,29201,6967,Failed,Credit Card,2025-01-07 13:14:48
18087,2369,18,Pending,PayPal,2025-01-07 01:44:54
18088,29987,1494,Failed,Cryptocurrency,2025-01-08 06:32:55
18089,21299,1436,Pending,Cryptocurrency,2025-01-21 15:24:15
18090,27432,3200,Completed,Bank Transfer,2025-01-17 21:55:42
18091,16729,9403,Pending,Credit Card,2025-01-02 23:31:35
18092,24679,708,Failed,Bank Transfer,2025-01-20 07:21:08
18093,27724,9234,Failed,Cryptocurrency,2025-01-13 12:14:13
18094,29840,7010,Completed,Cryptocurrency,2025-01-24 15:09:18
18095,22582,8292,Failed,Credit Card,2025-01-11 17:33:34
18096,10400,2683,Failed,Cryptocurrency,2025-01-08 19:20:32
18097,29394,3336,Failed,Cryptocurrency,2025-01-09 17:34:49
18098,16221,2566,Completed,Credit Card,2025-01-05 16:50:52
18099,6086,1505,Pending,Credit Card,2025-01-21 15:37:26
18100,14297,4714,Pending,PayPal,2025-01-24 17:14:02
18101,13357,448,Failed,Credit Card,2025-01-29 05:37:58
18102,10472,7755,Pending,Credit Card,2025-01-21 06:32:05
18103,22391,838,Completed,Bank Transfer,2025-01-28 06:43:23
18104,10549,4455,Completed,PayPal,2025-01-09 01:13:20
18105,4163,8408,Pending,PayPal,2025-01-07 00:34:03
18106,14169,6350,Pending,Cryptocurrency,2025-01-17 21:04:41
18107,17612,312,Pending,Credit Card,2025-01-19 23:35:16
18108,11566,6975,Pending,Cryptocurrency,2025-01-18 01:34:50
18109,10037,5243,Completed,Bank Transfer,2025-01-21 02:09:05
18110,19283,8400,Completed,PayPal,2025-01-25 03:13:40
18111,7495,8122,Completed,Credit Card,2025-01-10 15:54:33
18112,280,5827,Pending,Credit Card,2025-01-23 09:48:58
18113,20819,716,Failed,Cryptocurrency,2025-01-16 15:14:48
18114,15683,3982,Completed,PayPal,2025-01-25 08:36:47
18115,24299,4036,Pending,Cryptocurrency,2025-01-06 04:45:16
18116,4083,9313,Completed,Credit Card,2025-01-19 17:20:38
18117,15624,7814,Failed,Cryptocurrency,2025-01-09 04:59:02
18118,12393,6832,Completed,Credit Card,2025-01-24 00:48:00
18119,21911,5271,Pending,Bank Transfer,2025-01-28 01:16:59
18120,14924,2369,Pending,Cryptocurrency,2025-01-09 23:35:53
18121,26749,6417,Failed,Credit Card,2025-01-11 06:04:56
18122,16605,3506,Completed,Cryptocurrency,2025-01-14 14:02:48
18123,2,6115,Failed,Cryptocurrency,2025-01-01 15:10:26
18124,6167,4934,Completed,Credit Card,2025-01-20 01:12:29
18125,28234,1304,Completed,Cryptocurrency,2025-01-29 10:45:07
18126,17721,5006,Completed,Bank Transfer,2025-01-20 18:34:36
18127,13688,34,Completed,PayPal,2025-01-10 05:52:51
18128,24169,8830,Pending,PayPal,2025-01-23 22:31:34
18129,7463,3381,Pending,Bank Transfer,2025-01-29 19:37:15
18130,29426,638,Pending,Bank Transfer,2025-01-26 19:37:45
18131,6868,3269,Completed,PayPal,2025-01-20 18:50:26
18132,24547,2561,Completed,Cryptocurrency,2025-01-26 10:37:12
18133,18889,392,Completed,PayPal,2025-01-06 18:08:35
18134,11468,1643,Completed,PayPal,2025-01-21 03:30:53
18135,8777,8571,Pending,Cryptocurrency,2025-01-15 18:08:28
18136,1067,720,Completed,Cryptocurrency,2025-01-26 22:56:48
18137,9990,6463,Pending,Cryptocurrency,2025-01-01 05:41:12
18138,6490,8490,Completed,Bank Transfer,2025-01-26 20:25:02
18139,10563,6118,Pending,Bank Transfer,2025-01-29 05:52:12
18140,2493,3764,Failed,PayPal,2025-01-28 23:04:34
18141,14270,2180,Failed,Bank Transfer,2025-01-01 22:07:31
18142,15128,7245,Completed,Cryptocurrency,2025-01-27 14:46:20
18143,10779,5654,Failed,PayPal,2025-01-15 07:50:22
18144,13512,5546,Pending,PayPal,2025-01-02 06:02:23
18145,3633,465,Completed,Bank Transfer,2025-01-28 17:01:43
18146,6335,1272,Completed,PayPal,2025-01-06 18:17:25
18147,17168,316,Pending,Bank Transfer,2025-01-26 14:36:13
18148,18272,7322,Pending,Credit Card,2025-01-17 22:02:45
18149,25626,5665,Completed,Cryptocurrency,2025-01-04 01:02:56
18150,7192,4212,Pending,PayPal,2025-01-28 02:22:17
18151,12862,1867,Completed,PayPal,2025-01-14 17:37:04
18152,2915,1017,Failed,Cryptocurrency,2025-01-17 16:50:36
18153,15581,1007,Pending,Cryptocurrency,2025-01-21 22:35:22
18154,2552,6320,Failed,Bank Transfer,2025-01-25 10:27:42
18155,13578,304,Failed,Credit Card,2025-01-18 07:25:33
18156,29390,257,Completed,PayPal,2025-01-29 07:46:53
18157,2624,91,Failed,Credit Card,2025-01-21 13:15:08
18158,22017,2830,Pending,Cryptocurrency,2025-01-29 19:18:15
18159,20734,1063,Pending,Bank Transfer,2025-01-01 10:26:08
18160,15963,4173,Completed,PayPal,2025-01-28 22:06:20
18161,17769,724,Pending,Credit Card,2025-01-24 10:02:04
18162,26457,219,Pending,Credit Card,2025-01-09 00:06:07
18163,6637,7766,Pending,Bank Transfer,2025-01-18 11:26:24
18164,14135,9958,Failed,Cryptocurrency,2025-01-03 22:34:45
18165,27866,50,Failed,PayPal,2025-01-17 08:27:20
18166,12577,3630,Pending,PayPal,2025-01-19 20:45:47
18167,23208,7463,Failed,Cryptocurrency,2025-01-07 08:04:10
18168,11224,9621,Completed,Credit Card,2025-01-01 18:52:46
18169,15226,8331,Completed,Credit Card,2025-01-08 07:01:08
18170,26533,7039,Failed,PayPal,2025-01-08 13:35:17
18171,16780,1780,Pending,Cryptocurrency,2025-01-11 10:41:58
18172,20449,9558,Pending,PayPal,2025-01-30 01:24:52
18173,23510,2122,Pending,Bank Transfer,2025-01-13 00:01:35
18174,29209,157,Pending,PayPal,2025-01-03 11:53:47
18175,8251,5432,Pending,Credit Card,2025-01-19 06:44:56
18176,12810,2188,Pending,Bank Transfer,2025-01-27 19:54:19
18177,3695,1970,Failed,Cryptocurrency,2025-01-15 10:28:26
18178,13860,8433,Pending,Bank Transfer,2025-01-17 14:36:09
18179,27684,4776,Pending,Credit Card,2025-01-10 08:00:30
18180,23260,8920,Pending,Bank Transfer,2025-01-07 04:56:45
18181,21035,6610,Pending,Bank Transfer,2025-01-24 08:03:07
18182,6898,29,Completed,Cryptocurrency,2025-01-20 10:16:24
18183,2667,7254,Pending,PayPal,2025-01-10 07:57:44
18184,11135,6468,Failed,Bank Transfer,2025-01-25 15:43:23
18185,15574,376,Pending,Credit Card,2025-01-18 17:44:36
18186,1883,9525,Failed,Credit Card,2025-01-22 09:23:02
18187,6201,491,Failed,Cryptocurrency,2025-01-01 11:43:54
18188,21878,6749,Pending,Credit Card,2025-01-04 04:10:06
18189,11352,327,Completed,PayPal,2025-01-29 04:17:46
18190,24083,5289,Failed,Bank Transfer,2025-01-23 05:12:43
18191,10149,2917,Pending,Cryptocurrency,2025-01-17 03:49:56
18192,15413,3024,Pending,Cryptocurrency,2025-01-29 09:44:06
18193,18520,9151,Completed,Bank Transfer,2025-01-16 10:35:50
18194,14700,1063,Completed,PayPal,2025-01-14 14:38:28
18195,12876,9136,Completed,Cryptocurrency,2025-01-18 05:39:12
18196,1274,2592,Failed,Credit Card,2025-01-28 05:59:32
18197,26036,2380,Completed,PayPal,2025-01-28 05:18:12
18198,17633,987,Completed,Bank Transfer,2025-01-10 11:58:55
18199,27282,6070,Completed,Credit Card,2025-01-15 10:09:09
18200,4027,1587,Pending,Credit Card,2025-01-21 02:58:18
18201,7572,9180,Failed,PayPal,2025-01-16 11:51:35
18202,28736,1453,Completed,Cryptocurrency,2025-01-02 01:20:54
18203,7070,4634,Completed,Cryptocurrency,2025-01-29 13:38:15
18204,24460,8592,Pending,Bank Transfer,2025-01-24 03:50:28
18205,27,1371,Completed,PayPal,2025-01-12 14:37:54
18206,10240,1349,Failed,PayPal,2025-01-10 19:28:50
18207,12417,9115,Failed,Credit Card,2025-01-20 03:47:43
18208,19746,5660,Completed,Bank Transfer,2025-01-18 01:35:11
18209,11113,6413,Pending,Cryptocurrency,2025-01-22 22:11:20
18210,28177,9968,Pending,PayPal,2025-01-20 16:13:09
18211,6343,9664,Pending,Credit Card,2025-01-22 03:43:52
18212,27518,1241,Completed,PayPal,2025-01-25 10:20:18
18213,11884,7207,Completed,Cryptocurrency,2025-01-16 09:21:07
18214,25573,1188,Pending,Cryptocurrency,2025-01-23 05:30:05
18215,12157,8940,Pending,Cryptocurrency,2025-01-01 08:07:04
18216,3819,5638,Completed,Bank Transfer,2025-01-07 20:23:37
18217,2281,4687,Failed,Credit Card,2025-01-20 13:15:39
18218,26031,6694,Completed,Credit Card,2025-01-11 16:55:05
18219,22902,9285,Failed,Bank Transfer,2025-01-20 11:40:52
18220,4817,763,Failed,Bank Transfer,2025-01-04 06:19:07
18221,26709,7146,Failed,Bank Transfer,2025-01-20 08:17:57
18222,13749,3422,Completed,Credit Card,2025-01-28 04:10:19
18223,24186,5011,Failed,Cryptocurrency,2025-01-13 09:57:23
18224,28134,525,Completed,Credit Card,2025-01-10 21:21:28
18225,3512,4186,Pending,PayPal,2025-01-26 10:17:06
18226,3980,3410,Failed,Cryptocurrency,2025-01-27 05:41:15
18227,19146,3637,Completed,Cryptocurrency,2025-01-09 07:00:03
18228,9994,9253,Pending,PayPal,2025-01-25 22:48:49
18229,9465,8388,Failed,PayPal,2025-01-01 21:59:49
18230,13370,1350,Pending,Cryptocurrency,2025-01-16 03:35:03
18231,29555,1200,Pending,Credit Card,2025-01-25 21:58:39
18232,29000,1212,Pending,Cryptocurrency,2025-01-12 20:40:24
18233,17760,7482,Failed,Cryptocurrency,2025-01-29 16:30:24
18234,22237,4615,Pending,PayPal,2025-01-22 07:33:13
18235,11107,2858,Completed,Bank Transfer,2025-01-19 03:27:19
18236,28655,2833,Failed,Credit Card,2025-01-24 08:23:05
18237,2815,2019,Failed,Credit Card,2025-01-29 01:15:45
18238,29723,87,Completed,Cryptocurrency,2025-01-25 17:17:29
18239,1961,8062,Completed,PayPal,2025-01-07 06:41:37
18240,19708,4043,Failed,PayPal,2025-01-07 12:42:13
18241,12077,178,Completed,Bank Transfer,2025-01-01 09:38:24
18242,18608,2830,Completed,Credit Card,2025-01-24 20:14:43
18243,3965,2096,Failed,Bank Transfer,2025-01-27 18:37:13
18244,14338,5252,Failed,Credit Card,2025-01-18 10:28:51
18245,3848,5358,Pending,Credit Card,2025-01-29 06:06:28
18246,3646,1790,Pending,Cryptocurrency,2025-01-20 03:55:23
18247,20560,7073,Failed,Credit Card,2025-01-05 09:41:28
18248,19585,3850,Completed,PayPal,2025-01-16 09:43:26
18249,19920,7562,Pending,Cryptocurrency,2025-01-11 20:15:16
18250,26895,1579,Failed,Bank Transfer,2025-01-14 17:54:55
18251,23108,4286,Failed,Credit Card,2025-01-07 03:53:33
18252,29958,6644,Completed,Bank Transfer,2025-01-17 06:02:07
18253,3150,3826,Failed,Cryptocurrency,2025-01-13 07:02:39
18254,6652,9635,Completed,Credit Card,2025-01-21 11:08:58
18255,22878,1607,Pending,Credit Card,2025-01-09 20:30:17
18256,11952,701,Completed,Bank Transfer,2025-01-28 06:03:36
18257,27621,1486,Failed,Cryptocurrency,2025-01-26 10:04:46
18258,15605,6286,Failed,PayPal,2025-01-04 04:10:07
18259,14301,7693,Failed,PayPal,2025-01-02 06:38:34
18260,6509,777,Pending,Credit Card,2025-01-21 03:47:03
18261,24026,8049,Completed,Credit Card,2025-01-15 14:24:20
18262,9471,9342,Pending,PayPal,2025-01-07 20:27:06
18263,14619,1747,Completed,Credit Card,2025-01-17 00:14:23
18264,4508,8652,Completed,Cryptocurrency,2025-01-18 14:51:14
18265,7212,6831,Failed,PayPal,2025-01-26 12:43:09
18266,18239,3250,Completed,PayPal,2025-01-06 14:28:11
18267,3202,2425,Completed,Bank Transfer,2025-01-04 09:27:41
18268,4322,7383,Completed,Bank Transfer,2025-01-12 06:12:28
18269,24692,467,Pending,Cryptocurrency,2025-01-29 14:54:40
18270,13777,4387,Pending,Cryptocurrency,2025-01-15 18:23:14
18271,11075,8301,Completed,Cryptocurrency,2025-01-16 17:20:50
18272,1407,1937,Completed,Cryptocurrency,2025-01-12 22:23:15
18273,17180,499,Pending,PayPal,2025-01-13 00:17:37
18274,483,4405,Failed,PayPal,2025-01-12 08:35:28
18275,12797,1079,Failed,Credit Card,2025-01-18 17:14:56
18276,7225,9433,Completed,Cryptocurrency,2025-01-20 05:47:52
18277,3140,9148,Failed,Bank Transfer,2025-01-07 00:47:14
18278,15357,8698,Failed,Cryptocurrency,2025-01-01 18:13:10
18279,2724,4608,Pending,Credit Card,2025-01-22 07:37:45
18280,2201,8715,Completed,Bank Transfer,2025-01-14 20:31:07
18281,6661,340,Completed,PayPal,2025-01-18 18:12:45
18282,6132,8787,Completed,Bank Transfer,2025-01-04 20:15:59
18283,19179,3102,Completed,Bank Transfer,2025-01-16 20:40:33
18284,21001,7006,Completed,Cryptocurrency,2025-01-16 06:31:27
18285,8051,7660,Completed,Cryptocurrency,2025-01-21 10:01:41
18286,14061,2099,Pending,PayPal,2025-01-14 12:28:27
18287,13194,9309,Completed,Bank Transfer,2025-01-27 05:42:47
18288,3871,6414,Completed,Cryptocurrency,2025-01-10 14:22:30
18289,8125,2035,Failed,PayPal,2025-01-17 22:26:57
18290,22794,3276,Failed,PayPal,2025-01-06 05:10:32
18291,12281,5519,Completed,Credit Card,2025-01-27 11:25:37
18292,15994,9796,Pending,Credit Card,2025-01-04 17:18:38
18293,26066,2819,Failed,Cryptocurrency,2025-01-21 22:51:08
18294,14448,1822,Failed,PayPal,2025-01-17 04:42:33
18295,12388,4793,Failed,Cryptocurrency,2025-01-03 13:45:42
18296,26462,245,Completed,Bank Transfer,2025-01-20 09:35:40
18297,8682,3122,Failed,Cryptocurrency,2025-01-28 05:38:48
18298,23162,6409,Pending,Cryptocurrency,2025-01-06 10:19:52
18299,5799,3632,Pending,Bank Transfer,2025-01-17 06:46:29
18300,23594,8988,Pending,Bank Transfer,2025-01-14 19:47:43
18301,9321,7659,Completed,Cryptocurrency,2025-01-29 08:22:44
18302,3199,172,Pending,Credit Card,2025-01-11 08:59:50
18303,5459,517,Pending,PayPal,2025-01-17 19:03:06
18304,26743,4269,Failed,PayPal,2025-01-23 17:00:28
18305,15497,4,Failed,Bank Transfer,2025-01-13 14:08:24
18306,15875,8001,Pending,Bank Transfer,2025-01-18 18:17:54
18307,25396,5776,Completed,Cryptocurrency,2025-01-13 03:57:03
18308,26697,1490,Failed,PayPal,2025-01-04 01:53:30
18309,5545,2627,Pending,Credit Card,2025-01-29 13:38:25
18310,18109,2319,Completed,PayPal,2025-01-13 11:24:55
18311,26567,5309,Pending,PayPal,2025-01-27 16:30:48
18312,7400,8014,Pending,PayPal,2025-01-15 08:54:49
18313,24287,5563,Completed,Bank Transfer,2025-01-03 15:16:06
18314,13181,673,Failed,Cryptocurrency,2025-01-29 05:36:46
18315,26794,3949,Completed,Cryptocurrency,2025-01-22 12:23:56
18316,24178,9749,Pending,Credit Card,2025-01-01 03:18:04
18317,29538,7208,Completed,Bank Transfer,2025-01-09 01:29:33
18318,23247,471,Pending,Cryptocurrency,2025-01-13 15:56:51
18319,8345,539,Failed,Cryptocurrency,2025-01-16 22:26:18
18320,26716,8223,Completed,PayPal,2025-01-25 21:21:57
18321,19843,8059,Completed,PayPal,2025-01-17 22:02:24
