tracking_id,shipment_id,status,location,updated_at
17420,14712,Delivered,West Robertview,2025-01-06 23:17:24
17421,2530,Out for Delivery,East Thomasbury,2025-01-24 12:49:22
17422,10430,Out for Delivery,Lake Emily,2025-01-27 16:55:52
17423,12351,Delivered,Katherinemouth,2025-01-19 02:34:25
17424,22773,Out for Delivery,East Nicholasmouth,2025-01-02 21:31:29
17425,13055,Dispatched,Andersonport,2025-01-29 05:17:23
17426,48,In Transit,West Stephanieside,2025-01-20 20:55:20
17427,21169,Out for Delivery,South Ronald,2025-01-19 02:15:31
17428,9135,In Transit,North Alexis,2025-01-13 00:14:41
17429,1036,Delivered,Jonesmouth,2025-01-13 14:07:47
17430,1079,Out for Delivery,South Melanie,2025-01-14 16:29:07
17431,21216,In Transit,Port Taylorside,2025-01-20 11:29:58
17432,16613,Out for Delivery,Port Kimberlymouth,2025-01-12 06:23:21
17433,7742,Delivered,Port Amberview,2025-01-12 07:00:05
17434,12698,Dispatched,East Benjaminchester,2025-01-23 17:30:57
17435,13868,Dispatched,East Amandachester,2025-01-05 17:50:42
17436,22714,Dispatched,Liberg,2025-01-19 21:47:48
17437,9895,Delivered,Port Davidside,2025-01-02 01:02:04
17438,1558,Dispatched,Rivasstad,2025-01-21 03:23:36
17439,7120,Dispatched,Adamtown,2025-01-26 09:12:34
17440,8577,In Transit,Lake Amyview,2025-01-25 02:24:04
17441,19633,In Transit,Charlesfort,2025-01-02 20:22:04
17442,5574,Dispatched,South Robertshire,2025-01-14 18:36:29
17443,10790,Out for Delivery,Merrittfort,2025-01-07 12:23:10
17444,17988,In Transit,Annettetown,2025-01-06 12:24:58
17445,11287,In Transit,Port Laura,2025-01-28 08:31:08
17446,14816,Out for Delivery,Port Lindsey,2025-01-14 15:05:13
17447,4186,In Transit,South Steven,2025-01-09 23:24:00
17448,23496,In Transit,Farrellmouth,2025-01-07 01:18:53
17449,3122,In Transit,Harrisfurt,2025-01-07 00:18:35
17450,6975,Dispatched,West Christopher,2025-01-29 03:31:43
17451,20937,Out for Delivery,Sandraland,2025-01-24 20:36:29
17452,5458,Delivered,North Cassandra,2025-01-11 03:41:37
17453,21659,Dispatched,Emilyfurt,2025-01-19 20:36:08
17454,3571,Delivered,Christopherview,2025-01-08 13:26:35
17455,8716,Delivered,Port Shelley,2025-01-20 05:53:15
17456,3763,Out for Delivery,South Amandaberg,2025-01-23 22:26:34
17457,14642,In Transit,North Christine,2025-01-04 23:59:36
17458,21564,Dispatched,Port Laura,2025-01-20 03:23:15
17459,13226,Dispatched,Millerton,2025-01-07 14:56:16
17460,5733,In Transit,Lake Mitchellfurt,2025-01-29 04:49:08
17461,14717,Delivered,North Adamborough,2025-01-15 12:42:11
17462,9440,Out for Delivery,Charlesside,2025-01-28 20:31:19
17463,22078,Delivered,Nicolemouth,2025-01-17 00:56:31
17464,17619,Out for Delivery,North Tamara,2025-01-12 07:15:16
17465,24459,Delivered,Port Sharon,2025-01-27 08:08:12
17466,23396,Dispatched,Kimberlyfort,2025-01-03 10:20:28
17467,12361,In Transit,West Christopherberg,2025-01-16 08:29:55
17468,18280,Dispatched,North Peterview,2025-01-10 08:11:52
17469,13355,Dispatched,South Valerieberg,2025-01-05 02:41:10
17470,1170,In Transit,Morganhaven,2025-01-11 17:04:05
17471,9086,In Transit,East Vernonview,2025-01-05 17:58:41
17472,2323,Delivered,Landrymouth,2025-01-28 12:09:11
17473,7125,Delivered,Joberg,2025-01-18 18:38:07
17474,24557,Delivered,Lake Tyler,2025-01-17 13:51:03
17475,24210,Delivered,West Heathershire,2025-01-28 10:01:53
17476,3427,In Transit,West Courtney,2025-01-29 21:56:44
17477,22018,Delivered,Ambermouth,2025-01-24 19:15:25
17478,525,Delivered,Penaside,2025-01-27 21:41:53
17479,15035,In Transit,Scotttown,2025-01-29 04:56:09
17480,10741,Delivered,New Craigborough,2025-01-25 08:28:26
17481,21027,Dispatched,Port Madeline,2025-01-03 18:58:02
17482,4622,Dispatched,Boydtown,2025-01-26 02:10:08
17483,23052,In Transit,Port Courtneyberg,2025-01-17 10:28:41
17484,21812,In Transit,Riosmouth,2025-01-13 20:50:20
17485,16462,Dispatched,Martinmouth,2025-01-22 19:16:04
17486,3542,Out for Delivery,East Kevin,2025-01-11 23:35:22
17487,3669,In Transit,New Brandonmouth,2025-01-26 00:29:15
17488,24775,Out for Delivery,Hicksport,2025-01-12 20:36:23
17489,9378,Delivered,South Ashley,2025-01-21 14:16:10
17490,20345,Out for Delivery,Lake Jamiestad,2025-01-15 18:12:01
17491,15747,Dispatched,Brianfort,2025-01-27 07:12:33
17492,18988,In Transit,Jacksonville,2025-01-27 14:44:29
17493,5125,Delivered,West Henry,2025-01-21 16:06:33
17494,9365,Delivered,Jonesstad,2025-01-14 18:40:21
17495,3551,Out for Delivery,North Tim,2025-01-18 20:11:34
17496,11540,Out for Delivery,Johnside,2025-01-23 13:39:52
17497,13942,In Transit,North Joseph,2025-01-04 04:33:59
17498,23060,Delivered,Gregorymouth,2025-01-06 18:08:15
17499,18455,Dispatched,East Ericshire,2025-01-16 10:28:46
17500,16642,Out for Delivery,Nathanielport,2025-01-08 11:34:05
17501,23306,In Transit,Colefurt,2025-01-08 09:47:19
17502,20257,Out for Delivery,New Debbie,2025-01-06 09:12:44
17503,21803,In Transit,Kimberlyview,2025-01-05 13:32:54
17504,284,Delivered,Smithberg,2025-01-11 13:24:53
17505,2189,Out for Delivery,West William,2025-01-01 23:05:05
17506,14880,In Transit,Smithburgh,2025-01-19 07:40:14
17507,2200,Dispatched,New Georgefurt,2025-01-24 17:51:33
17508,1056,Dispatched,Erikstad,2025-01-05 17:26:50
17509,4718,In Transit,Edwardshire,2025-01-27 02:04:34
17510,19357,In Transit,West Joanne,2025-01-27 06:37:51
17511,5478,Dispatched,North Scottland,2025-01-13 04:53:04
17512,22640,Delivered,West Laura,2025-01-24 14:17:07
17513,1935,Delivered,North Ryan,2025-01-07 18:27:39
17514,13786,In Transit,Port Manuel,2025-01-16 09:40:29
17515,9460,Out for Delivery,Andersonshire,2025-01-27 10:42:34
17516,9627,In Transit,West Robert,2025-01-10 04:22:51
17517,4952,In Transit,Lake Carolinetown,2025-01-15 19:47:56
17518,21845,Dispatched,Jonestown,2025-01-28 22:49:08
17519,8197,Dispatched,East Annton,2025-01-10 14:57:18
17520,23631,Dispatched,New Sydneyland,2025-01-11 23:16:40
17521,23329,In Transit,Port Tammy,2025-01-12 17:24:51
17522,5233,Out for Delivery,East Amyville,2025-01-03 11:49:49
17523,2790,In Transit,East Chris,2025-01-12 03:59:27
17524,10896,Dispatched,Williamland,2025-01-06 07:02:13
17525,9966,Out for Delivery,Lutzfurt,2025-01-01 03:16:41
17526,16152,Dispatched,East Davidside,2025-01-22 11:00:13
17527,11650,Dispatched,Figueroahaven,2025-01-16 07:24:39
17528,11621,Out for Delivery,Rodgersburgh,2025-01-06 09:31:23
17529,2057,Dispatched,Michaeltown,2025-01-08 19:21:51
17530,23038,Dispatched,New Troy,2025-01-28 04:58:12
17531,126,Delivered,Johnsonland,2025-01-05 17:28:45
17532,20751,Out for Delivery,West Coreyfurt,2025-01-11 05:26:01
17533,3225,In Transit,Vanessafort,2025-01-07 13:50:38
17534,429,Delivered,Andrewburgh,2025-01-13 21:45:27
17535,2753,In Transit,Davidport,2025-01-02 20:30:59
17536,24380,Delivered,Geoffreychester,2025-01-17 00:06:50
17537,9410,Delivered,New Cherylchester,2025-01-27 03:44:39
17538,22209,In Transit,Benjaminfurt,2025-01-09 14:29:13
17539,15478,In Transit,North Deanna,2025-01-18 14:28:47
17540,7785,Delivered,Charlesmouth,2025-01-11 01:21:54
17541,17068,Delivered,East Kathrynchester,2025-01-04 11:06:25
17542,18557,In Transit,Cassandrahaven,2025-01-25 00:32:08
17543,13105,Dispatched,South Lori,2025-01-08 12:37:54
17544,20040,In Transit,Daughertyfort,2025-01-29 05:39:18
17545,20768,In Transit,North Deborah,2025-01-19 16:29:09
17546,19679,Delivered,Cabrerabury,2025-01-24 21:56:26
17547,264,Dispatched,South Tracyport,2025-01-01 11:05:09
17548,13688,In Transit,Aimeeshire,2025-01-04 17:31:44
17549,17526,Out for Delivery,East Tinaberg,2025-01-27 16:40:45
17550,9190,In Transit,Lake Robert,2025-01-10 21:11:45
17551,20970,Out for Delivery,Grantberg,2025-01-26 13:45:57
17552,1546,Dispatched,North Joseph,2025-01-06 22:22:24
17553,24577,Delivered,Tracychester,2025-01-08 09:44:16
17554,21342,Out for Delivery,West Albert,2025-01-24 00:43:30
17555,9793,Delivered,Seanton,2025-01-18 09:58:25
17556,16374,Out for Delivery,Watsonfurt,2025-01-14 10:12:31
17557,21096,Dispatched,Bradside,2025-01-06 19:01:38
17558,19259,Out for Delivery,Benjaminland,2025-01-07 23:35:20
17559,18627,Out for Delivery,Chapmanchester,2025-01-12 14:01:16
17560,9679,Delivered,Kristinfort,2025-01-18 10:41:05
17561,11431,Dispatched,Jonathanville,2025-01-13 06:33:50
17562,17319,Delivered,Downsmouth,2025-01-24 21:05:46
17563,6049,Dispatched,Holmeston,2025-01-05 12:32:58
17564,20807,Out for Delivery,Port Jessica,2025-01-28 22:15:06
17565,16349,Out for Delivery,Scotthaven,2025-01-17 22:17:24
17566,7667,Delivered,Port Tanya,2025-01-17 21:55:31
17567,20198,Dispatched,New Sandra,2025-01-29 00:56:05
17568,17044,Dispatched,Beasleyborough,2025-01-13 06:45:42
17569,8926,Dispatched,Michealport,2025-01-12 16:33:26
17570,6061,In Transit,Shawnaburgh,2025-01-01 19:14:52
17571,388,Delivered,Kelliberg,2025-01-04 17:19:47
17572,798,Out for Delivery,Parksborough,2025-01-25 20:22:10
17573,23637,In Transit,Jenniferberg,2025-01-17 14:22:33
17574,2714,In Transit,Johnchester,2025-01-20 18:00:45
17575,21142,Delivered,Carrhaven,2025-01-10 08:17:17
17576,16163,Dispatched,New Matthew,2025-01-10 00:18:05
17577,18098,In Transit,Lake Jeremymouth,2025-01-25 15:29:53
17578,23722,Delivered,Lisachester,2025-01-17 16:21:25
17579,11665,Dispatched,Michaelhaven,2025-01-23 16:17:06
17580,24116,Dispatched,Davischester,2025-01-21 15:39:18
17581,9186,In Transit,New Chelseastad,2025-01-14 00:33:54
17582,19556,Out for Delivery,Branchville,2025-01-14 05:36:35
17583,24873,Out for Delivery,Kimberlyberg,2025-01-29 16:40:46
17584,10617,Delivered,North Matthewmouth,2025-01-29 07:10:16
17585,22599,Out for Delivery,Port Kaitlinbury,2025-01-30 00:01:34
17586,5436,Out for Delivery,Medinafurt,2025-01-30 10:18:02
17587,11201,Delivered,North Nancy,2025-01-10 10:09:56
17588,23630,Delivered,Zacharytown,2025-01-09 07:57:04
17589,9916,Out for Delivery,West Donland,2025-01-02 06:51:03
17590,16857,Out for Delivery,Robertfort,2025-01-27 17:51:18
17591,5009,Out for Delivery,Jacobberg,2025-01-26 14:39:49
17592,22260,Out for Delivery,Leslieland,2025-01-25 05:04:30
17593,9160,Out for Delivery,New Alejandro,2025-01-20 04:33:51
17594,16368,Dispatched,Powelltown,2025-01-27 01:54:05
17595,12894,In Transit,West Danielle,2025-01-06 20:42:27
17596,3654,Out for Delivery,New Kathleen,2025-01-24 15:49:13
17597,19488,Dispatched,Simpsonton,2025-01-10 05:02:38
17598,15298,Out for Delivery,New Tylerton,2025-01-02 05:47:33
17599,4205,Dispatched,West Sherry,2025-01-21 09:31:41
17600,18887,In Transit,Brentstad,2025-01-18 22:02:20
17601,16767,In Transit,Jessicahaven,2025-01-10 19:03:03
17602,9915,Out for Delivery,Lake Caitlintown,2025-01-11 05:58:24
17603,1294,In Transit,Kevinstad,2025-01-08 23:49:30
17604,12101,Delivered,New Shannonmouth,2025-01-12 19:59:09
17605,3904,Out for Delivery,Port Thomas,2025-01-13 00:54:30
17606,14683,Dispatched,East Rachel,2025-01-14 20:04:20
17607,8929,Dispatched,Vasquezview,2025-01-25 11:41:23
17608,7209,Delivered,Ryanland,2025-01-21 20:39:50
17609,11388,Delivered,Meganview,2025-01-18 22:57:36
17610,4536,Delivered,Nelsonfurt,2025-01-15 09:47:19
17611,22227,Delivered,New Jason,2025-01-23 15:05:16
17612,11549,Out for Delivery,Cooktown,2025-01-28 07:13:46
17613,6198,In Transit,Floresstad,2025-01-20 13:08:55
17614,18517,Delivered,Port Patricia,2025-01-22 22:46:38
17615,21753,Delivered,East Victorbury,2025-01-26 07:40:45
17616,7417,Dispatched,Horneport,2025-01-09 16:17:11
17617,481,Dispatched,West Matthewmouth,2025-01-05 19:01:18
17618,18389,In Transit,Millerport,2025-01-19 20:29:40
17619,2826,Delivered,Charlesfurt,2025-01-18 02:46:58
17620,20620,Out for Delivery,Dannystad,2025-01-20 12:44:21
17621,24796,Out for Delivery,Annaport,2025-01-11 12:22:22
17622,1687,Dispatched,Lake Kelly,2025-01-07 00:30:14
17623,4065,Out for Delivery,Elizabethside,2025-01-01 01:20:22
17624,223,In Transit,North Jessicaview,2025-01-19 08:28:33
17625,5449,Dispatched,New Jessicaville,2025-01-07 08:31:26
17626,8764,Out for Delivery,Michaelhaven,2025-01-17 15:40:08
17627,11029,Delivered,New Christina,2025-01-17 10:19:51
17628,11874,Dispatched,New Amy,2025-01-03 06:50:29
17629,24348,Out for Delivery,Jenniferstad,2025-01-24 02:38:32
17630,9150,Delivered,West Rebeccamouth,2025-01-19 06:36:31
17631,13344,Delivered,East Jamie,2025-01-06 10:28:21
17632,9734,Dispatched,Port Michaelmouth,2025-01-10 17:12:56
17633,2846,Dispatched,Lake Sandrastad,2025-01-11 04:17:51
17634,8271,Delivered,Gouldview,2025-01-09 15:47:44
17635,2276,Out for Delivery,West Brittany,2025-01-03 19:41:30
17636,4209,Out for Delivery,Ashleybury,2025-01-01 08:50:23
17637,1095,Dispatched,Freemanfort,2025-01-14 08:37:16
17638,22296,Delivered,Stevenfurt,2025-01-27 16:34:02
17639,5004,Delivered,Cynthiaberg,2025-01-13 06:48:30
17640,20254,In Transit,Robertmouth,2025-01-10 10:09:58
17641,262,Delivered,South Brandi,2025-01-12 14:59:39
17642,571,Dispatched,South Shane,2025-01-30 05:42:44
17643,16336,Dispatched,East Susan,2025-01-17 02:55:14
17644,9236,In Transit,West Catherinechester,2025-01-10 06:44:39
17645,14796,Delivered,Lake Barbaratown,2025-01-23 01:17:33
17646,23624,Out for Delivery,Summersshire,2025-01-15 18:46:39
17647,22350,Out for Delivery,East Brandy,2025-01-28 06:12:38
17648,5857,In Transit,North Catherinemouth,2025-01-08 15:44:02
17649,17970,Out for Delivery,Port Rebeccastad,2025-01-23 00:39:56
17650,17216,Delivered,Meganbury,2025-01-06 12:28:55
17651,5638,Delivered,West Paigeberg,2025-01-21 11:04:10
17652,11420,Dispatched,Gomezview,2025-01-08 15:18:53
17653,14909,In Transit,Coxfort,2025-01-18 09:39:02
17654,3293,In Transit,Jonesfurt,2025-01-12 21:21:11
17655,16105,Delivered,Moorebury,2025-01-04 22:06:27
17656,9449,In Transit,Tapiamouth,2025-01-27 03:52:19
17657,22457,Out for Delivery,Sellersmouth,2025-01-17 17:38:12
17658,9790,Out for Delivery,Avilaville,2025-01-22 00:53:19
17659,10295,Dispatched,Jacobside,2025-01-17 07:23:23
17660,10618,Out for Delivery,New Mike,2025-01-18 15:23:41
17661,12073,Dispatched,Port Ashley,2025-01-12 05:48:18
17662,4327,Out for Delivery,South Adrian,2025-01-26 07:24:02
17663,22120,Delivered,Parksberg,2025-01-04 15:03:00
17664,11393,Out for Delivery,Graveschester,2025-01-17 09:12:12
17665,18871,In Transit,Butlermouth,2025-01-01 02:48:08
17666,1763,Out for Delivery,Kristimouth,2025-01-06 11:04:01
17667,4714,Dispatched,Jessicaberg,2025-01-02 13:42:37
17668,15450,Out for Delivery,Robertview,2025-01-17 13:47:36
17669,23608,Out for Delivery,Priceview,2025-01-13 04:29:49
17670,18185,Delivered,South Annastad,2025-01-23 13:18:38
17671,3833,In Transit,East Annview,2025-01-19 20:47:06
17672,12740,Delivered,Port Elizabeth,2025-01-12 02:02:37
17673,2122,Delivered,Lake Sara,2025-01-06 03:15:11
17674,19915,Out for Delivery,Watkinsborough,2025-01-19 05:15:22
17675,1635,Out for Delivery,Christopherstad,2025-01-10 11:37:34
17676,1890,Delivered,Lake Zacharyburgh,2025-01-30 04:25:36
17677,21074,Out for Delivery,Robertville,2025-01-11 03:31:45
17678,17339,In Transit,East Vanessahaven,2025-01-14 04:16:43
17679,9153,Delivered,North Melinda,2025-01-23 14:41:39
17680,14414,Delivered,Port Danielhaven,2025-01-25 01:42:51
17681,14554,In Transit,Patrickside,2025-01-10 21:14:59
17682,10069,Out for Delivery,Johnsonchester,2025-01-24 13:13:59
17683,18352,Dispatched,East Wendystad,2025-01-15 01:26:26
17684,3847,Dispatched,Raymondton,2025-01-12 21:05:28
17685,7267,In Transit,New Dennis,2025-01-18 19:55:56
17686,24186,Dispatched,East Julia,2025-01-20 02:34:20
17687,20377,In Transit,Port Joelhaven,2025-01-08 13:14:18
17688,13467,Delivered,West Shannonhaven,2025-01-26 21:14:21
17689,10785,Dispatched,New Michaelfurt,2025-01-30 07:06:08
17690,1340,Out for Delivery,Michaelton,2025-01-10 03:59:00
17691,23977,In Transit,Port Steven,2025-01-09 14:53:07
17692,8281,In Transit,Port Colin,2025-01-25 15:44:21
17693,5567,Dispatched,West Pamelastad,2025-01-22 08:16:15
17694,4197,Delivered,Clarkchester,2025-01-11 03:30:01
17695,5838,In Transit,Port Richardchester,2025-01-26 16:43:24
17696,17995,In Transit,East Timothy,2025-01-25 15:54:58
17697,12941,Dispatched,East Davidview,2025-01-12 09:54:38
17698,20744,In Transit,Kylefurt,2025-01-13 15:24:15
17699,605,Out for Delivery,Collinsville,2025-01-12 20:54:04
17700,21645,Dispatched,Christineland,2025-01-16 10:34:05
17701,9495,Out for Delivery,New Cassiefort,2025-01-28 19:47:07
17702,12342,Delivered,South Michael,2025-01-19 19:28:55
17703,14184,Dispatched,Levinestad,2025-01-11 22:34:11
17704,10768,Out for Delivery,South Jenniferton,2025-01-22 21:08:31
17705,24528,Delivered,North Luis,2025-01-21 15:51:52
17706,1799,Out for Delivery,East Kristenfort,2025-01-06 20:36:41
17707,17389,In Transit,Charlesview,2025-01-09 03:10:10
17708,7132,Delivered,West Dianafurt,2025-01-26 12:40:55
17709,21475,Out for Delivery,New Christopherside,2025-01-08 16:44:12
17710,9552,Dispatched,Olsonburgh,2025-01-02 19:49:49
17711,22015,Delivered,Michellemouth,2025-01-16 09:02:39
17712,16022,Delivered,Hopkinsborough,2025-01-16 10:21:24
17713,19882,Dispatched,Matthewchester,2025-01-07 17:39:32
17714,21671,In Transit,East Cindy,2025-01-19 18:57:41
17715,20379,Out for Delivery,East Elaineview,2025-01-09 15:22:58
17716,13198,Out for Delivery,Fryshire,2025-01-22 09:12:42
17717,21675,In Transit,Port Laurenview,2025-01-24 12:52:25
17718,3623,In Transit,Roberttown,2025-01-28 05:21:14
17719,23018,In Transit,Richardsonside,2025-01-10 03:46:23
17720,17348,Out for Delivery,Lake Haley,2025-01-09 16:01:14
17721,6191,Dispatched,West Markland,2025-01-19 08:09:00
17722,5875,Delivered,Hillfort,2025-01-17 10:54:45
17723,8346,In Transit,Dawntown,2025-01-23 10:35:07
17724,19861,Dispatched,Jordanton,2025-01-28 18:56:40
17725,7850,Dispatched,South Ashley,2025-01-05 02:39:15
17726,450,Delivered,Lake Sandra,2025-01-19 04:11:16
17727,1393,Dispatched,Santosmouth,2025-01-01 02:58:55
17728,21098,In Transit,Gabrielleside,2025-01-13 20:12:53
17729,4959,Dispatched,Whitneyfurt,2025-01-02 17:50:10
17730,12990,Delivered,New Patrickton,2025-01-27 19:19:47
17731,7724,In Transit,Lake David,2025-01-14 04:06:49
17732,8256,Dispatched,Lake Francisco,2025-01-02 21:47:03
17733,23622,Dispatched,Lake Paul,2025-01-09 06:10:33
17734,5424,Delivered,East Jonathan,2025-01-09 07:20:27
17735,17301,In Transit,Port Morgan,2025-01-09 18:11:40
17736,23124,In Transit,Port Jonathan,2025-01-30 02:51:06
17737,20462,Dispatched,Johnbury,2025-01-16 04:05:06
17738,5868,Delivered,East Jacobville,2025-01-29 07:39:06
17739,20518,Out for Delivery,Conleyview,2025-01-18 16:21:20
17740,16,Dispatched,Janettown,2025-01-12 14:04:47
17741,20561,Delivered,South Angelchester,2025-01-26 02:11:14
17742,2668,In Transit,Stevenmouth,2025-01-23 06:27:32
17743,6340,Out for Delivery,West Jack,2025-01-12 18:24:47
17744,1345,Dispatched,New William,2025-01-23 11:32:46
17745,20558,In Transit,Muellerhaven,2025-01-27 02:12:10
17746,13635,Delivered,West Julie,2025-01-10 19:51:23
17747,17519,Dispatched,Christopherborough,2025-01-02 13:17:06
17748,1862,In Transit,Dunnmouth,2025-01-18 01:50:21
17749,15875,Out for Delivery,Erictown,2025-01-05 07:50:29
17750,642,Delivered,Jenniferville,2025-01-26 21:18:59
17751,11625,Delivered,East Rubenberg,2025-01-10 08:22:23
17752,24276,In Transit,Joshuaview,2025-01-08 10:11:43
17753,16299,Delivered,Jacobsfort,2025-01-10 17:02:40
17754,4873,In Transit,Port Cathy,2025-01-16 14:49:34
17755,2432,In Transit,Susanmouth,2025-01-01 22:26:20
17756,23491,Dispatched,Jacksonview,2025-01-21 07:46:56
17757,9944,Dispatched,Taylorton,2025-01-28 06:56:17
17758,6277,Dispatched,Curryland,2025-01-24 13:52:40
17759,11449,Out for Delivery,East Daniel,2025-01-05 19:46:15
17760,14640,In Transit,Brendashire,2025-01-20 05:05:18
17761,20907,Out for Delivery,Dylanport,2025-01-26 19:14:52
17762,20330,Out for Delivery,Lake Melissa,2025-01-27 15:31:53
17763,22274,In Transit,Christinashire,2025-01-27 15:51:04
17764,12054,Delivered,New Victoria,2025-01-05 04:36:06
17765,4277,Out for Delivery,Brianville,2025-01-13 00:18:33
17766,4891,Dispatched,West Lisa,2025-01-02 14:33:54
17767,20949,In Transit,New Justinville,2025-01-26 21:41:05
17768,22603,Out for Delivery,North Hailey,2025-01-29 11:02:46
17769,16868,In Transit,Marialand,2025-01-20 15:18:37
17770,8862,In Transit,Port Breanna,2025-01-26 08:56:41
17771,1584,Out for Delivery,Justinfort,2025-01-01 09:09:22
17772,14596,In Transit,East Carloston,2025-01-21 03:16:13
17773,21930,In Transit,Sandratown,2025-01-05 06:09:05
17774,5343,Out for Delivery,South Ianside,2025-01-17 23:58:29
17775,9909,In Transit,North Marcport,2025-01-20 01:06:22
17776,22784,Dispatched,Lake Kevinmouth,2025-01-02 18:07:57
17777,24507,Out for Delivery,Jeffreystad,2025-01-28 20:43:14
17778,2201,Out for Delivery,East Oscar,2025-01-04 19:36:20
17779,924,Delivered,North Jennifer,2025-01-01 16:44:41
17780,19045,Dispatched,North Jeremy,2025-01-16 05:42:55
17781,19324,Dispatched,Abigailchester,2025-01-17 21:25:33
17782,16952,Dispatched,Benjaminport,2025-01-26 23:49:38
17783,20900,Delivered,Lake Tylerhaven,2025-01-10 08:11:11
17784,161,In Transit,North Michele,2025-01-30 03:16:07
17785,9172,In Transit,Howardport,2025-01-27 02:08:26
17786,6964,Out for Delivery,South Samantha,2025-01-22 12:50:35
17787,12454,Dispatched,Port Craig,2025-01-17 16:32:28
17788,23302,Delivered,New Wayneburgh,2025-01-21 04:57:17
17789,13844,In Transit,North Sarah,2025-01-21 13:40:40
17790,7478,Dispatched,North Jenniferton,2025-01-12 20:19:48
17791,18632,In Transit,Grahambury,2025-01-13 14:57:30
17792,261,Out for Delivery,Melissamouth,2025-01-22 21:10:28
17793,20765,Delivered,Lake Amberport,2025-01-01 01:05:12
17794,14979,In Transit,Paulport,2025-01-07 11:01:04
17795,5969,Delivered,Gallegosstad,2025-01-21 20:16:08
17796,3100,In Transit,Alejandromouth,2025-01-04 11:35:22
17797,24787,Dispatched,North Monicatown,2025-01-22 06:36:51
17798,13655,Dispatched,North Gregory,2025-01-19 02:12:35
17799,19791,Dispatched,Clarkfort,2025-01-27 19:34:51
17800,14857,In Transit,North Lauramouth,2025-01-23 03:03:21
17801,7786,Out for Delivery,West Meganmouth,2025-01-24 19:37:23
17802,19281,In Transit,Melissabury,2025-01-28 01:53:39
17803,19374,Delivered,Port Phillip,2025-01-15 14:48:00
17804,24044,In Transit,Richardsonchester,2025-01-13 02:31:34
17805,20742,Dispatched,New Megan,2025-01-25 18:15:33
17806,17709,In Transit,East Amandachester,2025-01-27 09:40:29
17807,8670,In Transit,New Destinymouth,2025-01-04 17:36:07
17808,12699,In Transit,Acevedotown,2025-01-19 17:49:57
17809,10222,Delivered,Juarezton,2025-01-26 10:04:34
17810,23134,In Transit,East Lynn,2025-01-27 10:31:54
17811,18112,Delivered,South Dianamouth,2025-01-23 12:01:11
17812,20887,Dispatched,Kimberlyburgh,2025-01-18 07:01:55
17813,4822,In Transit,Garrisonshire,2025-01-30 06:10:47
17814,4839,In Transit,New Brittany,2025-01-10 16:55:18
17815,16113,In Transit,West Williamborough,2025-01-28 12:59:38
17816,15526,In Transit,Port Anne,2025-01-20 18:37:13
17817,22059,Delivered,Bakermouth,2025-01-23 03:48:40
17818,9492,Dispatched,Rodriguezton,2025-01-30 00:58:21
17819,6173,Dispatched,Cherylburgh,2025-01-17 22:24:17
17820,16876,Dispatched,Boylefurt,2025-01-30 14:47:07
17821,19076,Dispatched,North Johnton,2025-01-23 00:20:24
17822,10453,Out for Delivery,Lake Mary,2025-01-02 05:36:29
17823,8253,Dispatched,New Adamshire,2025-01-09 05:06:56
17824,23623,In Transit,Stephenfurt,2025-01-30 02:35:53
17825,7532,Delivered,East Michaelberg,2025-01-15 14:28:51
17826,19376,Out for Delivery,Kimville,2025-01-10 13:33:43
17827,6496,In Transit,Lake Joseph,2025-01-20 19:00:07
17828,10268,Delivered,West Guy,2025-01-23 04:16:06
17829,12914,Out for Delivery,Lake Amandafurt,2025-01-15 12:12:12
17830,187,Out for Delivery,Gardnerfurt,2025-01-26 11:33:28
17831,19195,In Transit,Smithberg,2025-01-27 16:01:50
17832,14556,Delivered,Jasonport,2025-01-11 00:51:46
17833,10642,Dispatched,Donnamouth,2025-01-21 15:51:53
17834,14856,In Transit,West Taraborough,2025-01-27 21:57:58
17835,14308,In Transit,East Saramouth,2025-01-27 08:52:32
17836,22840,Delivered,Brucebury,2025-01-26 22:16:27
17837,1844,Out for Delivery,Bensonbury,2025-01-02 12:06:26
17838,12538,Delivered,Lanceburgh,2025-01-25 19:53:21
17839,2459,Out for Delivery,West Feliciatown,2025-01-15 08:23:22
17840,11440,Delivered,Burtonview,2025-01-18 05:01:16
17841,19044,Out for Delivery,Sanchezbury,2025-01-19 13:14:43
17842,3744,Delivered,Davidfurt,2025-01-18 11:11:02
17843,19684,Delivered,Schmidtburgh,2025-01-16 09:46:57
17844,18783,Delivered,North Tamara,2025-01-07 14:04:10
17845,7681,Out for Delivery,Millerview,2025-01-12 14:42:47
17846,3663,Out for Delivery,Stephaniehaven,2025-01-15 19:58:20
17847,2967,Out for Delivery,Port Karina,2025-01-21 13:07:25
17848,24145,Dispatched,Lake Juan,2025-01-06 22:17:04
17849,15632,Delivered,South Matthewburgh,2025-01-15 04:18:49
17850,21411,Dispatched,South Adrianborough,2025-01-14 12:44:36
17851,12594,Out for Delivery,Haneyhaven,2025-01-17 17:07:26
17852,12093,Delivered,South Richardview,2025-01-02 21:33:51
17853,15679,Dispatched,Port Tinahaven,2025-01-21 19:43:52
17854,14038,In Transit,Banksport,2025-01-12 01:21:00
17855,16031,Dispatched,Michaelhaven,2025-01-11 20:39:01
17856,8919,Delivered,Ashleymouth,2025-01-05 02:38:56
17857,6025,In Transit,South Christopherchester,2025-01-12 13:11:17
