shipment_id,order_id,shipping_method_id,tracking_number,estimated_delivery
16028,5243,3,9189056d-8514-4e97-8946-41c9dd0fe2cd,2025-02-07 05:14:39
16029,16466,2,cbc39b86-0e6d-45cb-beea-ff34085c9e66,2025-03-01 08:50:42
16030,23260,5,2d62571e-1414-424d-b8bc-78d34583b21b,2025-02-25 04:13:59
16031,17087,3,ffcedc5f-e2a1-438c-9f59-d8e0423e1e1f,2025-02-04 01:35:06
16032,24706,3,c1e1749f-f173-43ff-911e-e68448371888,2025-02-04 14:38:21
16033,22622,3,32ed6bba-f95c-4f0a-8f60-fb61b59264e2,2025-02-28 04:17:19
16034,3358,2,65db5634-17c0-4ef9-9800-c8f6cd13fbdb,2025-02-22 19:18:58
16035,16386,4,f33cdb1b-5cb8-4863-8514-74152957ac0c,2025-02-27 19:54:06
16036,25633,3,30fdd0c2-3316-4df2-b085-2d33e42f3222,2025-02-06 17:26:42
16037,28229,4,66bb6201-eacd-472b-b14b-96d7837b0a55,2025-02-13 11:43:46
16038,21663,2,f56fe37d-b034-4ee1-939e-e3d68720ea66,2025-02-23 22:07:59
16039,21413,4,a3ac771d-0c3c-4d38-8017-40618ec7e814,2025-02-25 10:06:49
16040,15052,4,48610c63-0b51-4189-8b6d-3ff2e88fd0a1,2025-02-04 14:59:00
16041,3998,3,9c847e67-40ce-4d40-946c-dd5ccae89ac9,2025-02-04 21:02:54
16042,1588,1,455331f8-f61a-4c12-9cf3-e421f525847f,2025-02-14 03:41:33
16043,10509,2,274dd946-f7b1-4dc5-87f7-9b572fd0da7c,2025-02-04 18:47:20
16044,9083,5,7065d85c-e576-4278-b021-08b441469648,2025-02-27 18:50:49
16045,19597,2,14d521df-fcab-427c-a142-a792a2a961d0,2025-03-01 03:54:46
16046,26430,4,4dbd7707-ae2e-4f45-8437-ee7bc9c9f1c4,2025-02-21 22:03:54
16047,24068,5,d15b91ea-9476-4a6a-9f38-c5ec32cb306e,2025-02-28 19:08:19
16048,5253,1,4689e829-a919-44b5-a7ed-59655803af59,2025-02-06 11:05:14
16049,12265,3,33dee434-573e-4932-b589-2bb8061c10ea,2025-02-26 02:49:02
16050,22236,4,a3be17b6-987f-4af2-878d-5439c09577ca,2025-02-27 18:20:58
16051,2164,4,6bfc78e3-1ac3-42b6-89ac-aa93cf7a1f5a,2025-02-24 23:48:38
16052,1337,1,71c54f81-1022-41ad-96fd-c89961f3dbc4,2025-02-12 00:03:12
16053,19249,3,25626a8f-2bbc-443d-8e26-9f320cce5f08,2025-02-22 23:58:10
16054,2727,3,b02bfc78-f9a5-483b-aa89-2bf00c9e5564,2025-02-25 16:46:24
16055,23641,4,6009ac6e-72c8-4ea2-9cc2-2ad8ce88eaab,2025-02-10 21:54:24
16056,4559,5,d31625d3-885b-44f0-85e0-7280406a83ad,2025-02-27 04:32:23
16057,12101,2,d5b72be9-6720-45a8-8c3b-464168c2b2d3,2025-02-19 01:34:28
16058,15195,4,5cee6434-0092-4d29-a2a7-11b5e879f8e2,2025-02-10 11:24:09
16059,4631,4,3b7c6cf7-9f39-44d6-9b4b-3934dedc27db,2025-02-09 09:46:17
16060,25648,1,f7fc2724-1e56-4269-962b-d590b82b81ea,2025-02-07 23:45:34
16061,17054,1,00b531d7-da6a-4a08-bb48-75d8961a4d91,2025-02-28 18:38:51
16062,23646,5,f3bbf4df-08a5-43bc-b89d-fd4b2b9cc455,2025-02-20 03:05:43
16063,23359,4,b27d5991-25db-4f96-b230-59a246a24c66,2025-02-18 04:51:44
16064,15699,4,c0235d84-649a-42a5-9f91-7da9b166d0d6,2025-02-20 04:21:34
16065,26374,4,52cb08c6-2486-41a8-b8a8-18a01f0cebcc,2025-02-12 12:15:53
16066,24662,1,0ae25ed7-f5ad-4938-9abd-bbb4866d166b,2025-02-06 17:58:54
16067,5976,4,ca942e00-27ff-4bf0-b442-c844142fb6b1,2025-02-17 00:27:51
16068,26562,5,a199dc44-7b4a-49c6-abb9-3eac7f2eb084,2025-02-09 08:43:36
16069,9041,1,6e71b1fe-9edd-4dda-8635-e2f1d65c505b,2025-02-15 01:51:45
16070,9890,4,f4815212-a7e7-4102-a4cd-943883a86b5d,2025-02-15 23:47:44
16071,12514,2,25f299c3-f803-4c0e-be88-a0fbe2b9ba65,2025-02-19 15:50:42
16072,25230,1,99f2df50-c522-48c9-a2fa-0ae277093929,2025-02-07 20:30:32
16073,9210,5,97044b4a-81e9-40b2-90bd-071b6719b672,2025-02-26 05:56:57
16074,16317,3,d606840f-3d42-4114-a2b4-e71a96fee391,2025-02-03 20:27:50
16075,28141,3,342ed959-5351-4d48-9091-cdc40745ce80,2025-02-19 18:25:11
16076,4404,4,80e43628-ddc7-4a60-839a-689f4abd596f,2025-02-09 02:49:03
16077,25205,4,194f02f7-27f8-479b-9241-4eb10f879fef,2025-02-16 20:03:52
16078,16107,3,091ea8bf-3ad7-436a-8ee8-2e4bef699010,2025-02-05 23:23:39
16079,23898,2,b34be8cd-4749-4d9a-8174-c826134f3bef,2025-02-04 08:57:36
16080,1498,2,11fef192-0645-40e9-b9da-d00591aeaffa,2025-02-05 16:58:52
16081,2610,1,c1754901-b237-4d0c-b3ba-566f59a252e4,2025-02-14 01:06:40
16082,11341,5,c537628f-2a79-43c0-8b4d-51bcfbaaedf5,2025-02-28 07:28:03
16083,6536,5,56ba6ebf-1566-4e4e-af52-58335852f612,2025-02-18 11:36:34
16084,5531,2,27a02463-ba13-4651-b5da-ba49583bb0da,2025-02-27 00:29:11
16085,23929,5,c6c9b85e-38b5-4ab1-b748-53353a55022b,2025-02-28 17:46:45
16086,4476,2,5d93b69e-7edc-4ccc-a484-2b977f4effc8,2025-02-18 14:55:15
16087,25674,4,fb344464-50ae-4e62-9c64-30417acbe039,2025-02-08 12:34:22
16088,11672,3,650034fd-9819-49a3-b8d9-15e2db55137b,2025-02-11 06:58:41
16089,9555,1,8be3b74b-364d-4146-aeef-6858cf1f2c89,2025-02-20 14:04:53
16090,2311,4,7d11a1b7-1b46-4c53-9fcd-b4de917649a3,2025-02-11 06:10:25
16091,5380,3,62c78ec6-7a21-46be-91a5-0b7a0e80916b,2025-02-16 08:32:08
16092,22977,4,a0a453b6-25c3-46bc-a910-91f5119046cb,2025-02-20 17:54:44
16093,10729,4,e2305c5e-39e7-4628-a6b5-170ef164e523,2025-02-10 12:14:52
16094,3861,1,62520a15-c3c4-4be3-b4aa-c9c039591a37,2025-02-14 09:35:50
16095,20131,3,af2b2379-ef3c-4b54-98ba-1ea6fa56b963,2025-02-01 21:19:50
16096,17943,4,42ec476e-1bac-44bf-b465-2810f2a4d732,2025-02-17 08:55:10
16097,27668,1,99155b63-05a3-4be3-9e34-03dc3b1b5938,2025-02-28 01:07:31
16098,11457,2,2922a906-b45f-4192-89e8-9034bc10ef0a,2025-02-16 18:26:50
16099,22095,3,1e8fae01-b902-4cd6-94a3-48f06bad9a7a,2025-02-19 08:14:09
16100,21591,4,a96896b5-c13e-485a-b652-e0954cc60fce,2025-02-13 23:05:40
16101,6786,1,80d55fea-dfdf-4889-8235-5386d739635b,2025-02-26 15:05:36
16102,23539,5,a37b65cb-cdfe-422a-8926-908b8de0cbae,2025-02-27 07:13:46
16103,22831,2,0b8b9829-b6d8-4496-b3f8-997c5b8e9b9a,2025-02-20 16:07:44
16104,23097,1,ac1f62e9-b7af-4dbe-b658-0a4b98f64363,2025-02-20 11:31:46
16105,1784,2,d94ca906-e90d-4a9b-952e-e2083facf227,2025-02-24 15:06:15
16106,3469,1,b028d459-e0d8-42ff-a2a7-fc6f863a3e59,2025-02-06 12:26:45
16107,13880,3,60bb9bdc-f58f-4d24-bf8d-3b6dabef4a3e,2025-02-11 06:16:57
16108,14826,1,811d771f-021f-4048-9e62-3fc68b1f2e5d,2025-02-19 06:59:36
16109,12475,4,59e65922-ac4e-4fc7-aad3-6e2a12c1d80e,2025-02-16 04:20:05
16110,19876,2,ea63e038-13cd-45f9-94c0-0f4da0f0ecc4,2025-02-17 15:36:29
16111,28712,3,657d4cb7-1aa2-4d11-b2bb-865d674db4ad,2025-02-25 17:56:17
16112,26953,3,02ea5e8d-e61d-494e-9b24-2992a1077c35,2025-02-28 18:43:22
16113,9180,2,f3e8b6fc-4af3-4b7b-a8b5-2c364331e961,2025-02-06 21:09:18
16114,13106,2,17aa57fd-20f1-4cf5-bd7a-1c114f3937c3,2025-02-23 00:17:40
16115,27565,4,f9e2442a-eb22-4614-97fd-d3185012a37d,2025-02-21 16:40:38
16116,10266,4,31dd6452-3192-4738-b7d7-cfc023b18c30,2025-02-07 12:26:16
16117,8702,3,8d7fc040-6055-450e-bab3-bd72f0d47ee9,2025-02-04 16:45:56
16118,25550,3,5d96c3d5-f3cb-4eae-9604-39fd1aab043f,2025-02-05 12:03:13
16119,27654,2,7ece1485-5987-4370-afff-2e53b32db1ec,2025-02-15 20:13:11
16120,4224,4,c5775898-43e4-486e-8baf-2f72db9c5136,2025-02-24 07:39:50
16121,27002,1,3f5106dd-d8ea-480e-8181-f30464916fc7,2025-02-26 01:56:46
16122,22344,2,e2b9b0be-4655-4a06-beec-a1351ab4c65d,2025-02-04 04:47:57
16123,3357,5,91e68c8a-7629-4fb5-9b8f-dfe722c22ec2,2025-02-02 15:39:49
16124,6007,2,410dfc82-8880-4895-bb55-d89823f48bfd,2025-02-27 17:46:10
16125,14690,1,c8fa9251-53fc-42d5-9681-c20703228c34,2025-02-22 08:42:38
16126,23073,2,cd35208b-5204-4bd1-880d-14c20cd228eb,2025-02-10 02:06:34
16127,4995,1,fcfbb560-5842-4832-8db5-b8253cdb73d2,2025-02-27 09:01:57
16128,14420,3,bddc6ac3-b9e2-4b19-90cf-6335e2c8b6a0,2025-02-10 10:17:03
16129,20303,4,cfb9a4bb-d4a5-4611-81d7-4cbbbd91ac13,2025-02-09 17:08:12
16130,4016,4,979d1ab2-13c7-4a3c-aa6f-97a68b74cc87,2025-02-21 19:23:43
16131,8002,3,523e3828-1f54-48c8-9467-59ed589ace3e,2025-02-06 08:08:30
16132,28607,2,e4032827-dfe5-418f-a3b4-3bcd60c25edb,2025-03-01 01:16:35
16133,2388,3,6d25551b-1d1b-4ba9-9779-f6c4d722787a,2025-02-18 15:53:27
16134,10661,5,58022b0b-1277-4aa1-9d07-ba67eaf80edd,2025-02-05 21:39:00
16135,6036,2,e0f1ff6d-0234-4996-8b88-18d7d6746958,2025-02-08 08:45:53
16136,49,5,b3d04cad-5010-4071-bb00-ed3c715df6bc,2025-02-13 00:53:32
16137,3237,3,4769f161-4fc1-4a28-a139-c95dfa204208,2025-02-23 22:04:12
16138,13398,4,d54da52b-2700-48e4-9b3b-47a1a08cd490,2025-02-23 16:05:26
16139,27058,5,ff817641-54b3-4cc6-807a-14923376527b,2025-02-17 17:49:22
16140,6704,4,4ba36a81-9931-4b27-a8f5-1ff6ad6cefe6,2025-02-08 14:41:24
16141,6282,3,c92cbaa3-e954-42e3-8761-cefaa79394fa,2025-02-09 07:22:51
16142,18745,3,3cd9299d-0447-4e49-87e4-002ca6d52e25,2025-02-07 03:48:01
16143,23371,5,19257ff4-9ff9-4e2e-ab69-04b5fecf8855,2025-02-13 21:58:48
16144,18423,1,5dd24470-6a95-43d1-a5f3-d435f27ae0e0,2025-02-21 09:34:19
16145,28050,4,8c2c1b45-8224-4b55-8042-8cf9a5d02134,2025-02-18 01:18:54
16146,19605,2,3bebbe38-94eb-480f-bb97-7132c82728b8,2025-02-04 19:59:26
16147,22304,2,b27c02bf-176c-40f3-aa31-e495e7fa3a5b,2025-02-17 18:20:15
16148,808,5,e694355c-110f-4368-accc-e57833e5e1a2,2025-02-03 17:48:44
16149,27287,1,fbc0d04d-be32-48a2-851e-9d5f7af856b3,2025-02-15 11:47:52
16150,6433,2,4a178a52-b0d0-4c33-8486-93c34b89ca8b,2025-02-12 20:52:19
16151,24607,3,65f457d3-4dae-42e8-acbd-45ccbb8043ce,2025-02-27 13:47:01
16152,8068,5,eb52230f-06b0-48a6-9936-b3ee6b8aab7e,2025-02-04 22:22:42
16153,52,1,9f2458fc-f00c-422d-b60a-4d0f72a319ae,2025-02-16 20:41:18
16154,25442,1,fec6d239-8676-413b-8365-fb59af65639b,2025-02-20 21:06:27
16155,16440,1,38ae03ff-a314-4cc5-98fc-f81e21a4cf67,2025-02-10 21:11:20
16156,11770,3,4df53477-62b9-4a0f-8beb-3da4776b5016,2025-02-15 16:57:45
16157,11126,5,698e5403-4592-4fc2-8822-09def1e5c01d,2025-02-26 23:38:42
16158,11316,3,389623b6-20f6-4b50-83f9-361d9ed6a3ee,2025-02-20 21:45:25
16159,16176,3,b3467965-25f8-4d3b-82aa-dec17a5e406d,2025-02-18 14:56:38
16160,9916,2,d3ae85ea-3345-40f7-89ca-e3710c66f591,2025-02-05 14:32:16
16161,18631,3,e6f84121-755d-474c-b10c-012a6e4c9eef,2025-02-05 12:52:05
16162,19179,3,50ec6342-63c0-499c-a3c2-bf9d206ec633,2025-02-09 09:49:58
16163,14437,4,210b1e5d-97a2-4aa7-af52-e94cd648d26f,2025-02-04 10:18:49
16164,24437,2,ca873bfb-10e7-46e4-9583-95f3f602b5a6,2025-02-12 23:59:13
16165,8915,5,704a6d92-42b1-4519-9e16-619e698cf6d5,2025-01-31 06:05:14
16166,12170,3,3d37cbbd-b084-4219-92b5-734f1a8f6acf,2025-02-13 00:29:50
16167,5490,2,df439e21-aa3c-4c19-a9b4-1f9172abc026,2025-02-05 13:20:09
16168,14864,3,04289e05-cb07-417a-98e5-f3dbe4aa00a3,2025-02-07 11:47:40
16169,7090,2,2faca23b-f0b8-4853-96cb-eb8fcd03f629,2025-01-31 00:45:55
16170,4593,1,f9741ccb-42c4-4461-832f-e7e723f6deaa,2025-01-31 11:48:09
16171,13219,1,eec776d5-04c4-4e21-a1c4-79ea6ef54396,2025-02-07 06:30:14
16172,13552,5,d4fb18f4-2a08-4bf4-8bf2-3cc5a7ce3212,2025-01-31 06:07:06
16173,17256,4,0bf0b2ae-c63d-4dba-92c5-75994bbda35c,2025-02-02 23:10:03
16174,18528,4,3e3e187d-9bad-4721-9774-3e3150fdf1ec,2025-02-25 02:41:47
16175,6696,2,7a3cc524-5f5c-47dd-9aa1-6ea7ae0bfee3,2025-02-23 11:10:04
16176,17161,5,36c8c0c6-9a15-4769-96e5-4614e17d2cd4,2025-02-25 11:32:42
16177,29165,2,33fafef9-e20f-4559-add5-7be377f498cd,2025-02-25 09:46:35
16178,16120,5,995d024e-b510-45f6-983f-1b6dbb4e8ff5,2025-02-07 07:52:14
16179,10953,4,233f3aa4-87e5-497b-a21d-94922f8fc54b,2025-02-27 21:02:35
16180,13362,1,24872f69-b2fe-4f9e-870e-03a46457fde0,2025-02-10 23:28:01
16181,17126,3,5feb32af-ba7b-4a14-b151-260a68aa426f,2025-02-01 21:16:09
16182,1410,3,cdd614f8-a45d-4abf-b01b-74d6c61fa9c0,2025-02-14 16:49:30
16183,19233,2,4c0a31e8-4a9f-4d50-a91d-a59afe222c80,2025-02-20 07:06:28
16184,390,2,84470832-a5f9-472e-a29e-6dec19b2c0e8,2025-02-17 06:53:12
16185,18270,4,c033cb4f-69da-46f9-934f-cbd396731b5d,2025-02-08 13:22:12
16186,1642,3,7ed5d2a7-12db-4c40-a2b7-68318533a6b5,2025-02-12 02:37:36
16187,12784,2,96bdacfc-10fb-43bd-a31b-dfd080b40f0b,2025-02-18 00:13:13
16188,20316,5,5be81552-9620-47d5-8827-6205db381b9b,2025-03-01 04:36:47
16189,483,3,49e36b0c-d275-467a-9176-8fc5dc126c38,2025-02-20 14:56:40
16190,21469,1,aceff834-341a-4475-8c46-4f73de36ae6c,2025-02-05 18:32:27
16191,26402,5,01f1b16d-3e06-4129-8408-91d8a699ea28,2025-02-09 01:31:26
16192,1542,4,3e0270ee-e190-4c0b-9ccd-e63a528ec29f,2025-02-13 07:05:19
16193,20921,2,dff3472b-90e1-453f-a6e7-3a49c02627f7,2025-02-05 19:58:44
16194,21434,1,5574457c-ff25-49e1-a94d-b6b461c503f3,2025-02-06 14:24:18
16195,11228,3,cdfbb819-68fc-483c-bf51-a42b6aa1eaf5,2025-02-23 14:41:36
16196,3672,5,e5f94073-fb70-41c9-bc16-da0188410501,2025-02-22 19:46:24
16197,28733,1,8df9da32-452d-4148-a32f-c290363798ec,2025-02-14 09:58:58
16198,12718,5,06350ed9-e034-49b3-824b-90a722b54341,2025-02-07 09:08:43
16199,11211,1,8cd8f39c-c2fd-4e57-9628-f7cf77521c9d,2025-02-14 19:26:04
16200,17809,2,e3efc9f1-2c3e-41d0-a966-ba129cd3434c,2025-02-20 22:50:12
16201,8867,3,377189c7-95c8-4c83-8998-9570a21707e4,2025-02-06 07:48:40
16202,2937,3,69627ece-3ae2-4cc2-a165-c52b4039f395,2025-02-21 14:24:07
16203,6138,5,6f4db09a-f8d3-4128-8280-5aa78a733cda,2025-02-22 19:53:28
16204,1638,1,a06d61ff-83fd-4793-a639-2256cdaa78bc,2025-01-30 19:32:10
16205,27060,1,34c3bf0a-a9a9-4232-8fb8-3ab2d5e39997,2025-02-11 01:13:16
16206,10788,2,99181c24-4981-4731-b18e-0c7b7c2ba036,2025-02-10 10:52:07
16207,9722,1,3af5ee4f-c963-4bc8-9fc7-513c9f46ed4f,2025-02-03 21:51:32
16208,25436,5,d6bc53a7-263a-42d8-a32e-b2dac3b0d11c,2025-02-01 02:33:24
16209,28942,4,93bbef40-3589-45db-8938-40add9743c2a,2025-02-16 11:14:12
16210,2720,5,78035a86-5fcd-4c7f-81b2-d1eb470ab566,2025-02-08 15:34:23
16211,25168,2,dfcb21ae-cde3-4dc6-97a9-ed0d99297677,2025-02-13 22:12:00
16212,2689,5,c0c8314f-f4e8-4de5-b9d8-0885c728b217,2025-02-12 17:35:25
16213,27102,5,1adc26ad-f195-452d-aebc-ba7726a038d8,2025-02-26 07:29:00
16214,15837,3,1526456d-6b38-4ce9-a140-01306069170b,2025-02-12 00:56:11
16215,21726,2,13d1f5fe-57a7-4427-905e-daf613382117,2025-02-16 20:33:57
16216,2989,3,dea4d0ea-07d6-4dec-9676-de269a4b2474,2025-02-18 13:27:41
16217,1268,1,39ccc0d6-5f17-47f0-af11-6862743cb109,2025-02-20 06:43:41
16218,19237,1,29dc9b38-8883-42e7-9e1a-a8171f739a03,2025-02-10 15:42:43
16219,853,2,11289c30-5b14-4ff2-a38d-7aff8b83f69a,2025-02-22 13:44:55
16220,13688,2,62efc75a-e9b1-4bb5-a8ba-f5293291725a,2025-02-21 19:30:36
16221,28186,5,4f8618af-fe65-45f9-a391-3374ae386591,2025-01-31 22:47:08
16222,16831,3,16db09ce-c367-43e7-89ac-3c7ef436c15b,2025-02-22 05:47:00
16223,505,4,6ec7e15a-36c1-4b1b-a592-479bbabe93ae,2025-02-25 10:45:19
16224,16909,4,39a57406-15ff-4e1f-9d83-b235f0209355,2025-02-04 15:12:42
16225,7862,1,15377d76-e47a-4ba0-a7ed-637f45ca502e,2025-02-01 10:30:05
16226,902,1,89ea2588-122d-430b-ba95-6265cf4096e1,2025-02-22 13:06:16
16227,26995,1,4411c39a-52df-46f7-a51c-a5105e55db55,2025-02-12 13:04:00
16228,6751,4,6b5dbbec-8a8d-4a51-a148-c68b93a3a414,2025-01-31 10:51:35
16229,2473,4,feac31c6-6894-4523-a5e4-c86b6ca1d98b,2025-02-06 06:23:38
16230,17650,4,87ee8289-60b5-4471-8917-185273578aaf,2025-02-10 08:26:53
16231,27848,4,257f09de-7fdd-46ac-a88d-c76ede3eb893,2025-02-28 18:07:30
16232,22140,2,5bca18b7-eb5a-4e35-b7b6-b2662fe2638b,2025-02-11 19:44:09
16233,20509,4,5c8de23f-bbd6-48d3-b055-aec2485001a0,2025-02-22 13:38:44
16234,25462,4,8f665061-e0eb-4341-809b-aed38d8f394d,2025-02-27 21:12:02
16235,10985,5,2d411139-c515-4293-80b6-1ebb4974ba8b,2025-02-13 00:33:03
16236,22287,3,77b02f16-23ce-4c67-8854-4b6285893bc7,2025-02-04 04:56:30
16237,22941,1,1c058642-a12a-47ac-8455-3ab46df6c153,2025-02-16 05:49:44
16238,7768,4,58502a99-6c0f-427e-8530-9ce9fcbefd06,2025-01-30 21:58:42
16239,24812,1,fc351f26-dd05-4904-a0ae-768125d4c4df,2025-02-14 03:29:34
16240,17540,4,7b70a6ce-9d2f-46ed-a49e-6ab3a00da981,2025-03-01 06:17:28
16241,24650,1,e5305340-31af-4df7-8119-ec1100417be8,2025-01-31 00:24:53
16242,13797,5,208c705f-a5b1-4b1b-b4d0-fcc662e73e2b,2025-02-02 19:23:07
16243,7229,2,076fd5aa-34ea-4075-bd1e-b2d5401ef27e,2025-02-02 12:24:54
16244,14273,1,6be33cc3-6685-4e25-8773-7d8480dfe282,2025-02-20 20:18:24
16245,21441,2,9fd1e2fe-464a-416a-9911-a733b23778f9,2025-02-24 17:09:33
16246,9036,3,0236c0c9-1eb2-4828-b98b-5c0d4ea930e4,2025-02-05 07:18:36
16247,6914,1,2d28e053-c279-456a-a8e2-b799aac2959b,2025-02-10 07:14:58
16248,14561,5,0142e651-064b-4dc5-b8e3-9b3f9119704d,2025-02-23 11:37:47
16249,8320,3,4692b42a-b3e1-4036-9f4a-2e9cc7629a09,2025-02-09 02:03:17
16250,689,3,713b39b7-56e5-4927-854d-095d47ed9db7,2025-02-01 06:55:09
16251,2849,5,063a1597-eb90-4715-98df-1492bdaaafc9,2025-02-27 18:10:36
16252,26220,1,02b6248a-ed27-4bcd-b03f-fa26d5737c67,2025-02-16 00:17:29
16253,4038,5,b94edab5-6bbf-41b8-9fdc-582ec2871684,2025-02-28 22:39:28
16254,16563,3,c667be7d-b881-474b-99a9-616b6625563c,2025-02-14 13:27:03
16255,11285,4,ded62543-31a0-4f6d-84cf-e10fe2bc5a76,2025-02-20 21:49:54
16256,4963,3,357ac72c-9a2f-4196-a0d5-4f9712343541,2025-02-09 14:54:24
16257,558,1,cd37888e-92fa-4f9b-b63e-356f20a3b46f,2025-02-03 15:56:57
16258,4574,2,8640f8f7-bdd4-4ded-8482-e53b4a4c312d,2025-01-30 16:38:48
16259,2565,5,de4a9bb2-8efa-4fc4-88bc-8cc532c1f383,2025-02-08 06:44:50
16260,25023,4,737758ed-50a9-4214-9426-0a36a416c8e5,2025-02-04 15:57:36
16261,23363,3,138e276e-0c63-455f-81c8-163ba5d9c486,2025-02-24 19:23:27
16262,11887,3,04f2ca6b-3bb1-443f-91c7-110d6bbd1d19,2025-02-20 00:47:00
16263,14475,1,0f376b9e-e906-4813-8028-99f144a66fbf,2025-02-28 02:01:38
16264,21457,2,e200cfe6-8467-4e47-9885-e616ae396cec,2025-02-21 02:12:42
16265,24022,1,14085109-6f1e-4beb-b5a8-915687a22436,2025-02-01 09:52:46
16266,17167,2,87cb0e69-0d9f-48d0-b298-f95307d0a620,2025-02-23 04:53:04
16267,10230,1,5237f38a-b49d-4b55-88bd-157697bef098,2025-02-27 12:24:53
16268,22780,5,343cee0d-21e6-49b7-a6ed-ff219f6d9451,2025-02-28 19:59:24
16269,26099,3,30ba5b51-ae57-4e6b-ae6a-b6665d417327,2025-02-20 02:26:11
16270,9630,2,914bd9f6-3953-47cc-844a-c737c1d8c9c9,2025-03-01 12:49:17
16271,94,4,236a0f24-a809-438f-9e06-0ac8a9782cc4,2025-02-18 10:02:43
16272,27515,3,78040889-3dab-467b-975e-21fe0e10313f,2025-02-05 11:55:49
16273,5244,2,a9cc027f-f4fe-4e33-ae25-5094406db286,2025-02-19 14:46:53
16274,9443,2,e09602a9-ee14-4631-9bf8-efac5583b0b1,2025-02-22 04:22:33
16275,15993,1,c771820e-e07c-414b-a973-f91a8b5c5e90,2025-02-13 07:51:26
16276,29108,5,80a9fd65-4720-4c10-b481-459c03636d01,2025-02-02 09:00:32
16277,29736,3,d0f1f312-73c2-429c-9043-d7d33e436825,2025-02-04 04:44:51
16278,1858,4,8f0c0565-416b-4e55-b901-0d29272b99d4,2025-02-02 20:38:05
16279,13303,1,a0fb41f6-dae6-4278-8b99-904e644f57cd,2025-02-18 17:24:45
16280,13134,4,e92eee68-36c4-4433-9f39-d4369019a89f,2025-02-13 01:38:45
16281,12771,2,214c0920-0c29-4092-8cce-8e8f9e9220e2,2025-03-01 11:42:48
16282,20477,4,b811d90e-764b-4883-85f9-e521dcc3de94,2025-02-04 02:03:19
16283,22400,4,3a5f81de-eb78-4d83-b3d6-bce40ff21fd1,2025-02-24 05:55:18
16284,7277,4,df89de2c-2dda-4632-b696-9d1578358510,2025-02-25 15:32:06
16285,23740,1,2a65ab97-1823-4c90-80d3-855a60df9c40,2025-02-16 22:32:47
16286,11617,3,733b37f1-577d-4158-bae4-2f9999f389f9,2025-01-31 18:21:50
16287,29346,1,0f38622e-0885-4b89-b8a7-8df201144461,2025-02-14 09:39:50
16288,1245,5,a59d0b4d-c930-46d7-bfdd-6d5eb65fb94a,2025-02-13 19:21:22
16289,12748,4,2b743b98-4d91-4bc1-8583-c77da5e1deb7,2025-02-16 19:34:52
16290,16768,3,788e3b2f-5e5e-4cce-a74a-95eae8a2faa5,2025-02-27 23:45:55
16291,26302,3,64805c43-5132-401c-8ca7-e01f84408fbf,2025-02-23 02:46:17
16292,19859,5,b7bb290b-f3ad-42ee-8987-238428acf50a,2025-02-25 10:04:29
16293,603,2,0b717f22-75cf-465d-9887-f71052332cfb,2025-02-01 10:15:24
16294,23598,5,4b79036d-9018-4430-9e83-f9d4ac9624ba,2025-02-17 08:15:07
16295,18232,2,9be05105-7a3d-4bdb-baa4-f3a144bc97cc,2025-02-10 20:25:23
16296,19643,5,65bcd6ab-cd6e-4704-bdcf-9743202369ce,2025-02-18 23:49:45
16297,29845,1,74178135-06fc-45d9-897d-476b225ccc12,2025-02-19 05:19:30
16298,15991,5,3e518b75-8cab-47fa-9232-eebcdf515b60,2025-02-13 23:08:18
16299,21027,5,35d49cb3-7db6-43c6-a9f4-adaba5a88b26,2025-01-31 09:55:31
16300,19718,3,8b35f458-f580-44da-9518-5cfa19d2c84b,2025-02-27 13:01:02
16301,8992,5,be152fa0-5621-4b5d-8cb0-54468dd8211a,2025-02-13 10:13:43
16302,10826,5,6762a74d-c6f4-4c56-990f-1828bcbab93b,2025-02-24 14:36:09
16303,22837,1,2ec9e3bd-430a-4f96-959b-cd3f7eb59e8e,2025-02-02 02:08:21
16304,23903,3,10f18038-f9db-4a1a-8881-79c8cb712dd1,2025-02-06 09:30:14
16305,13174,2,3c847084-a0bd-4430-aaab-2ceaed553917,2025-02-02 04:13:30
16306,16736,1,5ae130aa-41c1-491c-adc0-be7db24e8165,2025-02-06 12:12:02
16307,23818,3,8d654b7d-ae3d-45e8-8bfa-8e6165fe7b89,2025-02-04 06:19:53
16308,3291,3,cce3b900-1f7d-4beb-b81d-baba03840855,2025-02-10 03:55:59
16309,10994,3,196f94df-f723-4b35-acf5-e867a083ff0f,2025-02-12 08:15:26
16310,21079,4,428e7d11-8538-4625-bf65-7d5d9af301ec,2025-02-24 20:09:32
16311,25558,4,5d3d7739-6287-44af-aa2b-99e1e96aff42,2025-02-27 02:41:46
16312,16021,1,2af5dc43-fafb-4a04-80c4-3a2455fd376c,2025-02-08 09:01:25
16313,20274,4,f134f6e7-e7b0-49e7-bb0d-870df93b3187,2025-02-04 04:44:12
16314,24961,2,501af10c-5505-49c2-a808-69d1c7355fd5,2025-02-22 05:54:55
16315,3172,2,2e7aafe9-a846-44ac-b111-ddbe753586a3,2025-02-11 22:02:38
16316,19067,1,93820ff7-60b2-4985-813b-a3a72ab1a407,2025-02-04 12:38:27
16317,15792,1,b05caef3-1e7c-4a20-89c6-20cb4fb25a27,2025-02-01 07:49:56
16318,5049,2,4913ee45-9bfc-428e-a42d-63b365903ddb,2025-03-01 12:22:08
