coupon_id,coupon_code,discount_percentage,expiration_date
2548,COUPON-984678,13.45,2025-08-19 16:23:02
2549,COUPON-307372,9.73,2025-10-01 16:23:02
2550,COUPON-935986,22.07,2025-09-02 16:23:02
2551,COUPON-549272,14.49,2025-12-11 16:23:02
2552,COUPON-364455,10.53,2025-05-01 16:23:02
2553,COUPON-318546,29.59,2025-03-04 16:23:02
2554,COUPON-723961,27.04,2025-06-18 16:23:02
2555,COUPON-832617,10.63,2025-04-27 16:23:02
2556,COUPON-413464,9.47,2025-12-12 16:23:02
2557,COUPON-716252,11.33,2025-09-15 16:23:02
2558,COUPON-499017,18.14,2025-06-21 16:23:02
2559,COUPON-373349,18.36,2025-03-13 16:23:02
2560,COUPON-312946,15.52,2025-06-13 16:23:02
2561,COUPON-663957,28.53,2025-03-04 16:23:02
2562,COUPON-677338,13.28,2025-10-17 16:23:02
2563,COUPON-409890,11.61,2026-01-06 16:23:02
2564,COUPON-271499,9.42,2025-06-09 16:23:02
2565,COUPON-495366,13.76,2025-04-28 16:23:02
2566,COUPON-324273,26.68,2025-08-05 16:23:02
2567,COUPON-318575,24.37,2026-01-09 16:23:02
2568,COUPON-505785,18.5,2025-07-20 16:23:02
2569,COUPON-992943,5.56,2025-11-29 16:23:02
2570,COUPON-367097,8.42,2025-06-21 16:23:02
2571,COUPON-401922,27.49,2025-06-02 16:23:02
2572,COUPON-569000,14.03,2025-06-14 16:23:02
2573,COUPON-501143,20.77,2025-05-12 16:23:02
2574,COUPON-650417,18.83,2025-10-12 16:23:02
2575,COUPON-731491,15.19,2025-07-02 16:23:02
2576,COUPON-774834,13.58,2025-05-14 16:23:02
2577,COUPON-240002,11.38,2025-09-23 16:23:02
2578,COUPON-290483,28.51,2025-10-27 16:23:02
2579,COUPON-797833,29.08,2025-06-23 16:23:02
2580,COUPON-634480,6.51,2025-10-07 16:23:02
2581,COUPON-961602,17.79,2025-12-11 16:23:02
2582,COUPON-655398,19.67,2025-06-23 16:23:02
2583,COUPON-234458,17.57,2025-08-25 16:23:02
2584,COUPON-825626,5.42,2025-04-14 16:23:02
2585,COUPON-282416,10.18,2025-03-21 16:23:02
2586,COUPON-833209,16.13,2025-11-07 16:23:02
2587,COUPON-355048,13.75,2025-07-08 16:23:02
2588,COUPON-344430,20.48,2025-07-06 16:23:02
2589,COUPON-910962,22.03,2025-07-10 16:23:02
2590,COUPON-589925,24.6,2025-05-02 16:23:02
2591,COUPON-915912,13.59,2025-03-15 16:23:02
2592,COUPON-933039,28.75,2025-09-10 16:23:02
2593,COUPON-645075,10.81,2025-09-21 16:23:02
2594,COUPON-446348,18.45,2025-04-17 16:23:02
2595,COUPON-762461,17.7,2025-04-22 16:23:02
2596,COUPON-972778,13.09,2025-10-13 16:23:02
2597,COUPON-692603,20.19,2025-11-02 16:23:02
2598,COUPON-419484,12.94,2025-10-29 16:23:02
2599,COUPON-357537,15.2,2025-09-11 16:23:02
2600,COUPON-714153,29.65,2025-04-17 16:23:02
2601,COUPON-338955,6.57,2025-11-16 16:23:02
2602,COUPON-961119,22.22,2025-09-29 16:23:02
2603,COUPON-730288,9.23,2025-09-28 16:23:02
2604,COUPON-917670,21.24,2025-06-12 16:23:02
2605,COUPON-653125,18.89,2025-11-30 16:23:02
2606,COUPON-752690,26.92,2025-06-22 16:23:02
2607,COUPON-490480,18.39,2026-01-04 16:23:02
2608,COUPON-603198,14.64,2025-10-26 16:23:02
2609,COUPON-266041,20.85,2025-05-17 16:23:02
2610,COUPON-646787,14.62,2025-11-08 16:23:02
2611,COUPON-381165,5.06,2025-07-08 16:23:02
2612,COUPON-379867,23.89,2025-10-31 16:23:02
2613,COUPON-420665,13.5,2025-07-05 16:23:02
2614,COUPON-366379,14.89,2025-06-17 16:23:02
2615,COUPON-433271,9.39,2025-10-02 16:23:02
2616,COUPON-422170,17.35,2025-12-30 16:23:02
2617,COUPON-286008,25.29,2025-04-24 16:23:02
2618,COUPON-703917,9.25,2025-07-20 16:23:02
2619,COUPON-447343,17.58,2025-12-30 16:23:02
2620,COUPON-109953,5.98,2025-07-09 16:23:02
2621,COUPON-928984,7.34,2025-12-26 16:23:02
2622,COUPON-236788,15.77,2025-08-19 16:23:02
2623,COUPON-643402,5.43,2025-08-01 16:23:02
2624,COUPON-710964,15.28,2025-05-28 16:23:02
2625,COUPON-241341,12.09,2026-01-06 16:23:02
2626,COUPON-369860,10.88,2025-11-01 16:23:02
2627,COUPON-222103,9.86,2025-07-21 16:23:02
2628,COUPON-888185,29.8,2025-07-18 16:23:02
2629,COUPON-621158,8.6,2025-05-11 16:23:02
2630,COUPON-217978,17.07,2025-10-13 16:23:02
2631,COUPON-240258,11.14,2026-01-18 16:23:02
2632,COUPON-550560,11.03,2025-09-03 16:23:02
2633,COUPON-598270,17.79,2025-08-25 16:23:02
2634,COUPON-764212,20.4,2025-08-18 16:23:02
2635,COUPON-828137,9.15,2025-08-06 16:23:02
2636,COUPON-435302,20.24,2025-12-29 16:23:02
2637,COUPON-415073,11.07,2025-09-09 16:23:02
2638,COUPON-187353,11.37,2026-01-06 16:23:02
2639,COUPON-438518,28.96,2025-08-27 16:23:02
2640,COUPON-580087,21.1,2025-05-17 16:23:02
2641,COUPON-794554,21.14,2025-10-31 16:23:02
2642,COUPON-673723,13.44,2025-05-17 16:23:02
2643,COUPON-904597,18.57,2025-03-06 16:23:02
2644,COUPON-384692,7.17,2025-11-04 16:23:02
2645,COUPON-850864,7.18,2025-09-30 16:23:02
2646,COUPON-770913,15.74,2025-06-29 16:23:02
2647,COUPON-245205,20.0,2025-08-31 16:23:02
2648,COUPON-871614,28.26,2025-05-14 16:23:02
2649,COUPON-721716,15.08,2025-03-20 16:23:02
2650,COUPON-761456,17.66,2026-01-02 16:23:02
2651,COUPON-100852,26.72,2025-05-25 16:23:02
2652,COUPON-387456,26.2,2025-12-06 16:23:02
2653,COUPON-945219,24.8,2025-12-06 16:23:02
2654,COUPON-240688,14.19,2025-09-11 16:23:02
2655,COUPON-684550,15.9,2025-11-18 16:23:02
2656,COUPON-752336,29.17,2025-06-17 16:23:02
2657,COUPON-480857,22.75,2025-03-01 16:23:02
2658,COUPON-886120,6.07,2025-08-08 16:23:02
2659,COUPON-228670,23.23,2025-11-15 16:23:02
2660,COUPON-524104,9.89,2025-06-04 16:23:02
2661,COUPON-699624,26.94,2025-05-02 16:23:02
2662,COUPON-271606,27.07,2025-10-06 16:23:02
2663,COUPON-887043,11.06,2026-01-08 16:23:02
2664,COUPON-701372,5.27,2025-08-15 16:23:02
2665,COUPON-846866,21.39,2025-07-24 16:23:02
2666,COUPON-873183,23.89,2025-04-10 16:23:02
2667,COUPON-371366,18.1,2025-12-03 16:23:02
2668,COUPON-214502,21.86,2025-12-27 16:23:02
2669,COUPON-324448,24.89,2025-09-05 16:23:02
2670,COUPON-365901,7.21,2026-01-22 16:23:02
2671,COUPON-191046,15.02,2025-03-04 16:23:02
2672,COUPON-447266,20.42,2025-03-01 16:23:02
2673,COUPON-439234,10.98,2025-04-17 16:23:02
2674,COUPON-305437,6.47,2025-10-24 16:23:02
2675,COUPON-528006,16.99,2025-11-29 16:23:02
2676,COUPON-438961,21.34,2025-05-17 16:23:02
2677,COUPON-262912,5.35,2025-07-15 16:23:02
2678,COUPON-157110,8.07,2026-01-24 16:23:02
2679,COUPON-368688,12.4,2025-05-16 16:23:02
2680,COUPON-131005,6.02,2025-07-02 16:23:02
2681,COUPON-598407,9.22,2025-12-30 16:23:02
2682,COUPON-169080,12.42,2026-01-05 16:23:02
2683,COUPON-602392,13.64,2025-08-20 16:23:02
2684,COUPON-917280,29.86,2025-04-26 16:23:02
2685,COUPON-775780,13.25,2025-11-30 16:23:02
2686,COUPON-107997,21.53,2025-03-19 16:23:02
2687,COUPON-876723,22.23,2025-10-29 16:23:02
2688,COUPON-445464,16.09,2025-07-23 16:23:02
2689,COUPON-403849,6.31,2025-08-19 16:23:02
2690,COUPON-994754,5.88,2025-08-12 16:23:02
2691,COUPON-664765,16.99,2025-04-25 16:23:02
2692,COUPON-840543,12.03,2025-09-25 16:23:02
2693,COUPON-602748,25.13,2025-12-25 16:23:02
2694,COUPON-132581,15.62,2025-10-20 16:23:02
2695,COUPON-801382,15.79,2025-11-29 16:23:02
2696,COUPON-869599,25.12,2025-03-02 16:23:02
2697,COUPON-921150,22.97,2026-01-16 16:23:02
2698,COUPON-483382,23.98,2025-05-24 16:23:02
2699,COUPON-814621,22.75,2025-10-11 16:23:02
2700,COUPON-152614,9.88,2025-09-10 16:23:02
2701,COUPON-857072,19.14,2025-04-03 16:23:02
2702,COUPON-564178,20.41,2025-03-19 16:23:02
2703,COUPON-664268,29.86,2025-11-12 16:23:02
2704,COUPON-323338,26.54,2025-11-21 16:23:02
2705,COUPON-339398,29.39,2025-10-19 16:23:02
2706,COUPON-171872,24.36,2025-06-28 16:23:02
2707,COUPON-371371,12.08,2025-03-08 16:23:02
2708,COUPON-811163,23.34,2025-10-28 16:23:02
2709,COUPON-388297,10.98,2026-01-09 16:23:02
2710,COUPON-274375,8.31,2025-11-19 16:23:02
2711,COUPON-602921,10.44,2025-08-23 16:23:02
2712,COUPON-147780,7.77,2025-04-03 16:23:02
2713,COUPON-974049,26.96,2025-05-10 16:23:02
2714,COUPON-208104,22.86,2025-06-09 16:23:02
2715,COUPON-680199,25.45,2025-12-11 16:23:02
2716,COUPON-171652,17.0,2026-01-24 16:23:02
2717,COUPON-289633,6.69,2025-05-08 16:23:02
2718,COUPON-806665,16.2,2025-05-09 16:23:02
2719,COUPON-654074,14.91,2025-03-04 16:23:02
2720,COUPON-463071,28.6,2025-05-01 16:23:02
2721,COUPON-781082,8.23,2025-10-28 16:23:02
2722,COUPON-529207,8.83,2025-06-28 16:23:02
2723,COUPON-254888,24.92,2025-12-30 16:23:02
2724,COUPON-368659,27.04,2025-10-26 16:23:02
2725,COUPON-685267,13.99,2025-11-19 16:23:02
2726,COUPON-220163,13.01,2025-04-22 16:23:02
2727,COUPON-605154,17.39,2025-09-12 16:23:02
2728,COUPON-522762,19.94,2025-04-28 16:23:02
2729,COUPON-177626,28.92,2025-04-12 16:23:02
2730,COUPON-584354,11.05,2025-12-27 16:23:02
2731,COUPON-495705,18.9,2025-06-21 16:23:02
2732,COUPON-440177,12.96,2025-04-02 16:23:02
2733,COUPON-282243,14.87,2025-10-30 16:23:02
2734,COUPON-614634,14.26,2025-03-23 16:23:02
2735,COUPON-338035,5.99,2025-05-04 16:23:02
2736,COUPON-846429,17.86,2025-04-06 16:23:02
2737,COUPON-648743,6.5,2025-05-06 16:23:02
2738,COUPON-387052,19.42,2025-03-10 16:23:02
2739,COUPON-761327,20.03,2025-12-26 16:23:02
2740,COUPON-779338,22.27,2025-08-08 16:23:02
2741,COUPON-773424,21.51,2026-01-27 16:23:02
2742,COUPON-346623,11.95,2025-12-30 16:23:02
2743,COUPON-969445,15.86,2025-07-29 16:23:02
2744,COUPON-791478,28.5,2025-04-27 16:23:02
2745,COUPON-209385,29.44,2025-03-13 16:23:02
2746,COUPON-869926,27.95,2025-12-05 16:23:02
2747,COUPON-197900,17.65,2025-03-06 16:23:02
2748,COUPON-758059,13.77,2025-09-13 16:23:02
2749,COUPON-803497,13.97,2025-06-02 16:23:02
2750,COUPON-827096,12.96,2025-07-03 16:23:02
2751,COUPON-467489,5.64,2025-06-08 16:23:02
2752,COUPON-916570,28.95,2025-08-15 16:23:02
2753,COUPON-627915,7.48,2025-04-24 16:23:02
2754,COUPON-429444,11.36,2026-01-20 16:23:02
2755,COUPON-970440,10.42,2025-06-25 16:23:02
2756,COUPON-764783,20.45,2025-05-23 16:23:02
2757,COUPON-932890,16.02,2025-10-20 16:23:02
2758,COUPON-826883,5.77,2025-03-02 16:23:02
2759,COUPON-797841,8.39,2025-09-16 16:23:02
2760,COUPON-417714,15.16,2025-04-14 16:23:02
2761,COUPON-833839,6.56,2025-05-13 16:23:02
2762,COUPON-542026,7.03,2025-06-03 16:23:02
2763,COUPON-125595,5.66,2025-10-30 16:23:02
2764,COUPON-258952,23.78,2025-09-04 16:23:02
2765,COUPON-112541,22.24,2026-01-20 16:23:02
2766,COUPON-351113,29.69,2025-08-17 16:23:02
2767,COUPON-491671,15.29,2025-09-25 16:23:02
2768,COUPON-506875,26.63,2025-12-17 16:23:02
2769,COUPON-371675,5.95,2025-09-02 16:23:02
2770,COUPON-786576,18.57,2025-05-05 16:23:02
2771,COUPON-167193,11.49,2025-05-16 16:23:02
2772,COUPON-140303,21.03,2025-08-26 16:23:02
2773,COUPON-209127,11.82,2025-12-09 16:23:02
2774,COUPON-387312,17.76,2025-04-11 16:23:02
2775,COUPON-731601,13.91,2025-05-31 16:23:02
2776,COUPON-118710,12.44,2025-04-25 16:23:02
2777,COUPON-933839,8.03,2025-08-25 16:23:02
2778,COUPON-709019,11.13,2025-10-14 16:23:02
2779,COUPON-810265,13.46,2025-07-20 16:23:02
2780,COUPON-147309,24.76,2025-04-01 16:23:02
2781,COUPON-347356,13.62,2025-11-10 16:23:02
2782,COUPON-679518,12.38,2025-05-25 16:23:02
2783,COUPON-318574,13.53,2025-11-13 16:23:02
2784,COUPON-444499,11.45,2025-03-10 16:23:02
2785,COUPON-158165,15.66,2025-05-10 16:23:02
2786,COUPON-895536,10.56,2025-08-14 16:23:02
2787,COUPON-425545,21.69,2025-10-30 16:23:02
2788,COUPON-327934,7.25,2025-07-31 16:23:02
2789,COUPON-759981,27.2,2025-08-20 16:23:02
2790,COUPON-134314,29.71,2025-04-03 16:23:02
2791,COUPON-805395,6.52,2025-11-30 16:23:02
2792,COUPON-126481,18.93,2025-09-28 16:23:02
2793,COUPON-532755,14.65,2025-08-08 16:23:02
2794,COUPON-120114,15.39,2025-05-25 16:23:02
2795,COUPON-361731,25.94,2026-01-23 16:23:02
2796,COUPON-906182,20.86,2025-06-18 16:23:02
2797,COUPON-214352,14.99,2025-07-25 16:23:02
2798,COUPON-532812,21.4,2025-12-14 16:23:02
2799,COUPON-834749,8.24,2025-04-29 16:23:02
2800,COUPON-286634,9.87,2025-10-04 16:23:02
2801,COUPON-254337,29.93,2025-12-04 16:23:02
2802,COUPON-514711,7.21,2025-08-09 16:23:02
2803,COUPON-199348,9.16,2025-04-08 16:23:02
2804,COUPON-632881,5.72,2025-05-09 16:23:02
2805,COUPON-966408,25.11,2025-04-05 16:23:02
2806,COUPON-267117,15.04,2025-09-15 16:23:02
2807,COUPON-484773,17.84,2025-07-28 16:23:02
2808,COUPON-465994,22.3,2025-09-27 16:23:02
2809,COUPON-773634,24.47,2025-04-27 16:23:02
2810,COUPON-478786,12.77,2025-03-11 16:23:02
2811,COUPON-784467,23.47,2025-07-22 16:23:02
2812,COUPON-264320,5.54,2025-08-19 16:23:02
2813,COUPON-451601,12.01,2025-09-21 16:23:02
2814,COUPON-583894,9.0,2025-05-14 16:23:02
2815,COUPON-884364,10.2,2025-04-25 16:23:02
2816,COUPON-723388,22.69,2025-12-16 16:23:02
2817,COUPON-651838,28.74,2026-01-14 16:23:02
2818,COUPON-517042,21.29,2025-03-22 16:23:02
2819,COUPON-188579,13.49,2025-03-27 16:23:02
2820,COUPON-858598,19.61,2025-05-09 16:23:02
2821,COUPON-375251,13.04,2025-11-03 16:23:02
2822,COUPON-311295,13.9,2025-06-05 16:23:02
2823,COUPON-307172,8.26,2025-09-15 16:23:02
2824,COUPON-380112,24.98,2025-05-02 16:23:02
2825,COUPON-637466,17.88,2026-01-29 16:23:02
2826,COUPON-486592,9.23,2025-11-13 16:23:02
2827,COUPON-569739,9.06,2025-08-23 16:23:02
2828,COUPON-734507,13.14,2025-08-16 16:23:02
2829,COUPON-839336,13.4,2025-05-28 16:23:02
2830,COUPON-113880,15.13,2026-01-01 16:23:02
2831,COUPON-206153,5.9,2026-01-26 16:23:02
2832,COUPON-452083,9.43,2025-08-21 16:23:02
2833,COUPON-391557,6.29,2025-03-30 16:23:02
2834,COUPON-999453,6.74,2025-11-05 16:23:02
2835,COUPON-863480,20.44,2026-01-14 16:23:02
2836,COUPON-789312,5.31,2025-03-01 16:23:02
2837,COUPON-636040,27.66,2025-06-01 16:23:02
2838,COUPON-429909,11.52,2025-09-09 16:23:02
2839,COUPON-466954,9.52,2025-08-23 16:23:02
2840,COUPON-214350,7.62,2025-07-29 16:23:02
2841,COUPON-779273,18.69,2026-01-08 16:23:02
2842,COUPON-246757,11.26,2026-01-13 16:23:02
2843,COUPON-117010,29.04,2025-08-26 16:23:02
2844,COUPON-505868,8.03,2026-01-23 16:23:02
2845,COUPON-612682,19.28,2025-06-08 16:23:02
2846,COUPON-868127,14.78,2025-06-03 16:23:02
2847,COUPON-806043,27.13,2025-09-01 16:23:02
2848,COUPON-589496,25.56,2026-01-16 16:23:02
2849,COUPON-349076,27.24,2025-12-15 16:23:02
2850,COUPON-407831,5.36,2025-04-01 16:23:02
2851,COUPON-743934,5.28,2025-09-17 16:23:02
2852,COUPON-179067,5.05,2025-05-07 16:23:02
2853,COUPON-159866,18.08,2025-04-17 16:23:02
2854,COUPON-219643,9.16,2025-04-19 16:23:02
2855,COUPON-772364,12.86,2025-07-19 16:23:02
2856,COUPON-190149,11.41,2025-03-16 16:23:02
2857,COUPON-583893,24.0,2026-01-16 16:23:02
2858,COUPON-980622,29.57,2025-03-08 16:23:02
2859,COUPON-806878,14.39,2025-07-31 16:23:02
2860,COUPON-396635,23.84,2025-05-12 16:23:02
2861,COUPON-540247,19.83,2026-01-16 16:23:02
2862,COUPON-646441,20.88,2025-10-23 16:23:02
2863,COUPON-164645,5.25,2025-03-16 16:23:02
2864,COUPON-544651,28.63,2025-03-24 16:23:02
2865,COUPON-495837,21.62,2025-03-08 16:23:02
2866,COUPON-198726,28.31,2025-06-30 16:23:02
2867,COUPON-226619,13.47,2025-10-31 16:23:02
2868,COUPON-459994,7.77,2025-03-13 16:23:02
2869,COUPON-375475,19.34,2025-08-12 16:23:02
2870,COUPON-529101,6.9,2025-08-16 16:23:02
2871,COUPON-968464,5.02,2025-11-02 16:23:02
2872,COUPON-569108,19.89,2025-09-07 16:23:02
2873,COUPON-308409,15.92,2025-07-13 16:23:02
2874,COUPON-842355,5.74,2025-09-24 16:23:02
2875,COUPON-498328,11.73,2025-07-11 16:23:02
2876,COUPON-947116,22.06,2025-05-18 16:23:02
2877,COUPON-656079,22.28,2025-08-20 16:23:02
2878,COUPON-652412,11.08,2026-01-09 16:23:02
2879,COUPON-141051,20.95,2026-01-09 16:23:02
2880,COUPON-524904,26.34,2025-03-23 16:23:02
2881,COUPON-669496,29.13,2025-09-04 16:23:02
2882,COUPON-686504,27.43,2025-05-30 16:23:02
2883,COUPON-429904,12.51,2025-10-23 16:23:02
2884,COUPON-265844,8.63,2025-04-09 16:23:02
2885,COUPON-352924,17.63,2025-12-07 16:23:02
2886,COUPON-279655,19.8,2025-05-09 16:23:02
2887,COUPON-543937,23.09,2025-11-23 16:23:02
2888,COUPON-536303,23.84,2025-09-05 16:23:02
2889,COUPON-972915,24.48,2025-05-16 16:23:02
2890,COUPON-394465,25.32,2025-03-25 16:23:02
2891,COUPON-310290,6.86,2025-10-31 16:23:02
2892,COUPON-765451,29.85,2025-10-19 16:23:02
2893,COUPON-534168,22.35,2025-08-25 16:23:02
2894,COUPON-275373,6.95,2025-08-01 16:23:02
2895,COUPON-962531,7.31,2025-08-17 16:23:02
2896,COUPON-179124,25.55,2025-09-30 16:23:02
2897,COUPON-845567,14.27,2025-08-24 16:23:02
2898,COUPON-230425,23.15,2026-01-02 16:23:02
2899,COUPON-833336,24.39,2025-07-31 16:23:02
2900,COUPON-438421,25.1,2025-06-08 16:23:02
2901,COUPON-853146,26.58,2025-10-30 16:23:02
2902,COUPON-307514,25.04,2025-09-13 16:23:02
2903,COUPON-543669,22.54,2025-06-03 16:23:02
2904,COUPON-342655,14.2,2025-04-13 16:23:02
2905,COUPON-989130,12.05,2025-10-13 16:23:02
2906,COUPON-697346,15.07,2026-01-10 16:23:02
2907,COUPON-484993,19.19,2025-03-19 16:23:02
2908,COUPON-819867,17.73,2025-09-03 16:23:02
2909,COUPON-197927,18.21,2025-11-24 16:23:02
2910,COUPON-649659,9.91,2026-01-22 16:23:02
2911,COUPON-153037,22.74,2025-07-30 16:23:02
2912,COUPON-276016,25.19,2025-11-18 16:23:02
2913,COUPON-689478,13.65,2025-06-22 16:23:02
2914,COUPON-180350,21.5,2025-12-16 16:23:02
2915,COUPON-266582,18.97,2025-10-05 16:23:02
2916,COUPON-241630,18.27,2025-05-14 16:23:02
2917,COUPON-474824,15.51,2025-05-20 16:23:02
2918,COUPON-823755,17.79,2025-08-02 16:23:02
2919,COUPON-654407,28.73,2025-03-17 16:23:02
2920,COUPON-816007,29.07,2026-01-14 16:23:02
2921,COUPON-924317,18.33,2025-08-29 16:23:02
2922,COUPON-666978,15.08,2025-04-09 16:23:02
2923,COUPON-778002,19.74,2025-09-23 16:23:02
2924,COUPON-706035,29.76,2025-12-08 16:23:02
2925,COUPON-793035,27.16,2025-07-07 16:23:02
2926,COUPON-571982,27.75,2025-05-13 16:23:02
2927,COUPON-740350,23.11,2025-07-07 16:23:02
2928,COUPON-458264,18.17,2025-07-17 16:23:02
2929,COUPON-160777,19.21,2025-08-31 16:23:02
2930,COUPON-206895,13.11,2025-10-10 16:23:02
2931,COUPON-129064,27.1,2025-09-09 16:23:02
2932,COUPON-166262,8.51,2025-04-24 16:23:02
2933,COUPON-109868,7.76,2026-01-26 16:23:02
2934,COUPON-429015,26.31,2025-09-11 16:23:02
2935,COUPON-263438,24.58,2025-03-21 16:23:02
2936,COUPON-863012,29.02,2025-03-05 16:23:02
2937,COUPON-787495,24.4,2025-09-19 16:23:02
2938,COUPON-773386,21.15,2025-03-20 16:23:02
2939,COUPON-363684,7.21,2025-08-13 16:23:02
2940,COUPON-101869,11.22,2025-12-23 16:23:02
2941,COUPON-261269,22.52,2025-09-26 16:23:02
2942,COUPON-605511,9.78,2025-04-15 16:23:02
2943,COUPON-485378,8.15,2025-05-14 16:23:02
2944,COUPON-262712,22.02,2025-12-17 16:23:02
2945,COUPON-718827,7.47,2025-05-07 16:23:02
2946,COUPON-775520,13.39,2025-09-05 16:23:02
2947,COUPON-178586,28.56,2025-08-16 16:23:02
2948,COUPON-971319,27.12,2025-09-28 16:23:02
2949,COUPON-308093,7.72,2025-11-05 16:23:02
2950,COUPON-231287,15.76,2025-12-17 16:23:02
2951,COUPON-295777,28.79,2026-01-08 16:23:02
2952,COUPON-387838,8.6,2025-09-28 16:23:02
2953,COUPON-280975,11.82,2025-11-30 16:23:02
2954,COUPON-910185,18.77,2025-03-04 16:23:02
2955,COUPON-685046,23.33,2025-09-02 16:23:02
2956,COUPON-407153,18.0,2026-01-05 16:23:02
2957,COUPON-780487,24.76,2025-03-13 16:23:02
2958,COUPON-615781,8.36,2026-01-29 16:23:02
2959,COUPON-661304,10.72,2025-07-14 16:23:02
2960,COUPON-946425,21.93,2026-01-23 16:23:02
2961,COUPON-449558,24.56,2025-10-23 16:23:02
2962,COUPON-360420,27.22,2025-04-13 16:23:02
2963,COUPON-420124,20.14,2025-10-17 16:23:02
2964,COUPON-565401,29.94,2026-01-25 16:23:02
2965,COUPON-769907,16.26,2025-06-28 16:23:02
2966,COUPON-462926,8.49,2025-10-17 16:23:02
2967,COUPON-645660,23.18,2025-06-18 16:23:02
2968,COUPON-448631,22.21,2025-05-20 16:23:02
2969,COUPON-269865,29.72,2025-06-28 16:23:02
2970,COUPON-402452,24.83,2025-06-12 16:23:02
2971,COUPON-211336,29.27,2025-06-07 16:23:02
2972,COUPON-836704,23.13,2025-06-05 16:23:02
2973,COUPON-650824,29.58,2025-11-23 16:23:02
2974,COUPON-275565,25.38,2025-12-19 16:23:02
2975,COUPON-475363,29.04,2025-06-14 16:23:02
2976,COUPON-954142,10.8,2025-05-18 16:23:02
2977,COUPON-294633,7.16,2025-06-05 16:23:02
2978,COUPON-178192,10.02,2026-01-21 16:23:02
2979,COUPON-294980,26.78,2025-10-08 16:23:02
2980,COUPON-294561,9.45,2025-12-31 16:23:02
2981,COUPON-858977,5.05,2025-06-30 16:23:02
2982,COUPON-209945,28.34,2025-07-16 16:23:02
2983,COUPON-970278,19.15,2025-05-31 16:23:02
2984,COUPON-139146,29.82,2025-10-10 16:23:02
2985,COUPON-242424,28.14,2025-05-18 16:23:02
2986,COUPON-650557,10.87,2025-07-14 16:23:02
2987,COUPON-865423,17.39,2025-04-03 16:23:02
2988,COUPON-328603,10.38,2025-10-10 16:23:02
2989,COUPON-154725,29.83,2025-11-20 16:23:02
2990,COUPON-368812,15.38,2025-10-16 16:23:02
2991,COUPON-461346,13.28,2025-09-16 16:23:02
2992,COUPON-299666,5.06,2025-12-03 16:23:02
2993,COUPON-646093,17.67,2025-05-06 16:23:02
2994,COUPON-101734,13.28,2025-04-23 16:23:02
2995,COUPON-976013,28.58,2025-07-10 16:23:02
2996,COUPON-397523,12.58,2025-04-10 16:23:02
2997,COUPON-126581,10.48,2025-09-23 16:23:02
2998,COUPON-917850,15.93,2026-01-30 16:23:02
2999,COUPON-334713,25.98,2025-11-06 16:23:02
3000,COUPON-819559,10.34,2025-10-23 16:23:02
3001,COUPON-628826,12.55,2025-09-21 16:23:02
3002,COUPON-431194,28.8,2025-06-15 16:23:02
3003,COUPON-865777,22.73,2025-10-31 16:23:02
3004,COUPON-726199,17.48,2025-09-13 16:23:02
3005,COUPON-876750,14.94,2025-06-21 16:23:02
3006,COUPON-612495,24.49,2025-06-14 16:23:02
3007,COUPON-728427,11.77,2026-01-08 16:23:02
3008,COUPON-392809,12.88,2026-01-27 16:23:02
3009,COUPON-281499,5.96,2025-12-20 16:23:02
3010,COUPON-997677,8.36,2025-06-04 16:23:02
3011,COUPON-490722,9.3,2025-05-31 16:23:02
3012,COUPON-112016,12.27,2025-11-30 16:23:02
3013,COUPON-359667,21.96,2025-11-13 16:23:02
3014,COUPON-732909,5.51,2025-07-09 16:23:02
3015,COUPON-531018,12.12,2025-09-12 16:23:02
3016,COUPON-208045,5.4,2025-09-23 16:23:02
3017,COUPON-854033,16.42,2026-01-11 16:23:02
3018,COUPON-303598,9.16,2025-11-29 16:23:02
3019,COUPON-386195,19.48,2025-09-28 16:23:02
3020,COUPON-509096,17.95,2025-11-29 16:23:02
3021,COUPON-359793,9.13,2025-03-03 16:23:02
3022,COUPON-423907,12.06,2025-04-01 16:23:02
3023,COUPON-275916,6.02,2025-06-24 16:23:02
3024,COUPON-984927,6.84,2025-03-25 16:23:02
3025,COUPON-711448,7.14,2025-11-24 16:23:02
3026,COUPON-805591,17.0,2026-01-08 16:23:02
3027,COUPON-988603,29.92,2026-01-20 16:23:02
3028,COUPON-129016,12.02,2025-09-09 16:23:02
3029,COUPON-258880,11.4,2025-08-06 16:23:02
3030,COUPON-952294,21.89,2025-06-09 16:23:02
3031,COUPON-757321,13.85,2025-12-07 16:23:02
3032,COUPON-759501,7.59,2025-09-21 16:23:02
3033,COUPON-827839,16.4,2025-06-26 16:23:02
3034,COUPON-995986,12.08,2025-09-07 16:23:02
3035,COUPON-577105,8.55,2026-01-26 16:23:02
3036,COUPON-575695,20.54,2026-01-02 16:23:02
3037,COUPON-608136,5.76,2025-08-13 16:23:02
3038,COUPON-691460,16.34,2025-03-16 16:23:02
3039,COUPON-979798,17.2,2025-12-12 16:23:02
3040,COUPON-672312,15.82,2025-06-08 16:23:02
3041,COUPON-627718,25.95,2025-09-10 16:23:02
3042,COUPON-742264,15.02,2025-08-19 16:23:02
3043,COUPON-143603,19.46,2025-08-26 16:23:02
3044,COUPON-478426,7.15,2025-12-03 16:23:02
3045,COUPON-922532,10.77,2025-04-06 16:23:02
3046,COUPON-518585,17.34,2025-07-24 16:23:02
